week_start,week_end,signal_date,entry_date,start_cash,end_cash,pnl_krw,pnl_pct,num_candidates,num_orders,num_trades,realized_pnl_krw
2020-01-06,2020-01-10,2020-01-03,2020-01-06,10000000.0,9941637.94,-58362.06,-0.5836,4,4,4,-58362.06
2020-01-13,2020-01-17,2020-01-10,2020-01-13,9941637.94,9941637.94,0.0,0.0,3,0,0,0.0
2020-01-20,2020-01-23,2020-01-17,2020-01-20,9941637.94,9941637.94,0.0,0.0,1,0,0,0.0
2020-02-03,2020-02-07,2020-01-31,2020-02-03,9941637.94,10370957.19,429319.25,4.3184,7,6,6,429319.25
2020-02-10,2020-02-14,2020-02-07,2020-02-10,10370957.19,10673439.49,302482.3,2.9166,5,3,3,302482.3
2020-02-17,2020-02-21,2020-02-14,2020-02-17,10673439.49,10673439.49,0.0,0.0,1,0,0,0.0
2020-02-24,2020-02-28,2020-02-21,2020-02-24,10673439.49,10411681.63,-261757.86,-2.4524,15,9,9,-261757.86
2020-03-02,2020-03-06,2020-02-28,2020-03-02,10411681.63,10684744.75,273063.12,2.6227,14,1,1,273063.12
2020-03-09,2020-03-13,2020-03-06,2020-03-09,10684744.75,10429941.56,-254803.19,-2.3847,8,4,4,-254803.19
2020-03-16,2020-03-20,2020-03-13,2020-03-16,10429941.56,10873724.45,443782.89,4.2549,3,2,2,443782.89
2020-03-23,2020-03-27,2020-03-20,2020-03-23,10873724.45,10873724.45,0.0,0.0,0,0,0,0.0
2020-03-30,2020-04-03,2020-03-27,2020-03-30,10873724.45,11329156.59,455432.14,4.1884,1,1,1,455432.14
2020-04-06,2020-04-10,2020-04-03,2020-04-06,11329156.59,11329156.59,0.0,0.0,0,0,0,0.0
2020-04-13,2020-04-17,2020-04-10,2020-04-13,11329156.59,11329156.59,0.0,0.0,0,0,0,0.0
2020-04-20,2020-04-24,2020-04-17,2020-04-20,11329156.59,11329156.59,0.0,0.0,0,0,0,0.0
2020-04-27,2020-04-29,2020-04-24,2020-04-27,11329156.59,11329156.59,0.0,0.0,0,0,0,0.0
2020-05-11,2020-05-15,2020-05-08,2020-05-11,11329156.59,11329156.59,0.0,0.0,0,0,0,0.0
2020-05-18,2020-05-22,2020-05-15,2020-05-18,11329156.59,11819326.68,490170.09,4.3266,9,3,3,490170.09
2020-05-25,2020-05-29,2020-05-22,2020-05-25,11819326.68,12106211.6,286884.92,2.4273,10,6,6,286884.92
2020-06-01,2020-06-05,2020-05-29,2020-06-01,12106211.6,12106211.6,0.0,0.0,10,0,0,0.0
2020-06-08,2020-06-12,2020-06-05,2020-06-08,12106211.6,12106211.6,0.0,0.0,0,0,0,0.0
2020-06-15,2020-06-19,2020-06-12,2020-06-15,12106211.6,12023541.43,-82670.17,-0.6829,46,10,10,-82670.17
2020-06-22,2020-06-26,2020-06-19,2020-06-22,12023541.43,12156523.86,132982.43,1.106,1,1,1,132982.43
2020-06-29,2020-07-03,2020-06-26,2020-06-29,12156523.86,12512580.72,356056.86,2.9289,2,2,2,356056.86
2020-07-06,2020-07-10,2020-07-03,2020-07-06,12512580.72,12494839.2,-17741.53,-0.1418,3,2,2,-17741.52
2020-07-13,2020-07-17,2020-07-10,2020-07-13,12494839.2,12494839.2,0.0,0.0,12,0,0,0.0
2020-07-20,2020-07-24,2020-07-17,2020-07-20,12494839.2,12494839.2,0.0,0.0,1,0,0,0.0
2020-07-27,2020-07-31,2020-07-24,2020-07-27,12494839.2,12494839.2,0.0,0.0,4,0,0,0.0
2020-08-03,2020-08-07,2020-07-31,2020-08-03,12494839.2,12494839.2,0.0,0.0,2,0,0,0.0
2020-08-10,2020-08-14,2020-08-07,2020-08-10,12494839.2,13035690.97,540851.77,4.3286,3,1,1,540851.77
2020-08-18,2020-08-21,2020-08-14,2020-08-18,13035690.97,12429114.0,-606576.97,-4.6532,2,2,2,-606576.97
2020-08-24,2020-08-28,2020-08-21,2020-08-24,12429114.0,12429114.0,0.0,0.0,1,0,0,0.0
2020-08-31,2020-09-04,2020-08-28,2020-08-31,12429114.0,12429114.0,0.0,0.0,0,0,0,0.0
2020-09-07,2020-09-11,2020-09-04,2020-09-07,12429114.0,12794848.85,365734.85,2.9426,13,3,3,365734.85
2020-09-14,2020-09-18,2020-09-11,2020-09-14,12794848.85,12794848.85,0.0,0.0,1,0,0,0.0
2020-09-21,2020-09-25,2020-09-18,2020-09-21,12794848.85,12199497.68,-595351.17,-4.6531,2,2,2,-595351.17
2020-09-28,2020-09-29,2020-09-25,2020-09-28,12199497.68,12199497.68,0.0,0.0,10,0,0,0.0
2020-10-19,2020-10-23,2020-10-16,2020-10-19,12199497.68,12123356.66,-76141.02,-0.6241,12,6,6,-76141.02
2020-10-26,2020-10-30,2020-10-23,2020-10-26,12123356.66,12010272.28,-113084.38,-0.9328,4,3,3,-113084.38
2020-11-02,2020-11-06,2020-10-30,2020-11-02,12010272.28,12543613.41,533341.13,4.4407,30,2,2,533341.12
2020-11-09,2020-11-13,2020-11-06,2020-11-09,12543613.41,12543613.41,0.0,0.0,3,0,0,0.0
2020-11-16,2020-11-20,2020-11-13,2020-11-16,12543613.41,12543613.41,0.0,0.0,0,0,0,0.0
2020-11-23,2020-11-27,2020-11-20,2020-11-23,12543613.41,12543613.41,0.0,0.0,0,0,0,0.0
2020-11-30,2020-12-04,2020-11-27,2020-11-30,12543613.41,12965242.26,421628.85,3.3613,3,2,2,421628.85
2020-12-07,2020-12-11,2020-12-04,2020-12-07,12965242.26,13328418.47,363176.21,2.8012,7,5,5,363176.21
2020-12-14,2020-12-18,2020-12-11,2020-12-14,13328418.47,13328418.47,0.0,0.0,0,0,0,0.0
2020-12-21,2020-12-24,2020-12-18,2020-12-21,13328418.47,13328418.47,0.0,0.0,1,0,0,0.0
2021-01-11,2021-01-15,2021-01-08,2021-01-11,13328418.47,12708387.71,-620030.76,-4.6519,1,1,1,-620030.76
2021-01-18,2021-01-22,2021-01-15,2021-01-18,12708387.71,13028948.66,320560.95,2.5224,6,6,6,320560.95
2021-01-25,2021-01-29,2021-01-22,2021-01-25,13028948.66,13028948.66,0.0,0.0,7,0,0,0.0
2021-02-01,2021-02-05,2021-01-29,2021-02-01,13028948.66,13553928.54,524979.88,4.0293,67,10,10,524979.88
2021-02-08,2021-02-10,2021-02-05,2021-02-08,13553928.54,14136294.64,582366.1,4.2967,1,1,1,582366.1
2021-02-22,2021-02-26,2021-02-19,2021-02-22,14136294.64,13478520.44,-657774.2,-4.6531,3,2,2,-657774.2
2021-03-02,2021-03-05,2021-02-26,2021-03-02,13478520.44,13718733.98,240213.54,1.7822,48,8,8,240213.54
2021-03-08,2021-03-12,2021-03-05,2021-03-08,13718733.98,13544721.04,-174012.94,-1.2684,17,9,9,-174012.94
2021-03-15,2021-03-19,2021-03-12,2021-03-15,13544721.04,13544721.04,0.0,0.0,0,0,0,0.0
2021-03-22,2021-03-26,2021-03-19,2021-03-22,13544721.04,13552417.29,7696.25,0.0568,5,2,2,7696.25
2021-03-29,2021-04-02,2021-03-26,2021-03-29,13552417.29,13830996.64,278579.35,2.0556,2,2,2,278579.35
2021-04-05,2021-04-09,2021-04-02,2021-04-05,13830996.64,13830996.64,0.0,0.0,1,0,0,0.0
2021-04-12,2021-04-16,2021-04-09,2021-04-12,13830996.64,13830996.64,0.0,0.0,2,0,0,0.0
2021-04-19,2021-04-23,2021-04-16,2021-04-19,13830996.64,13830996.64,0.0,0.0,0,0,0,0.0
2021-04-26,2021-04-30,2021-04-23,2021-04-26,13830996.64,13189223.84,-641772.8,-4.6401,5,3,3,-641772.8
2021-05-03,2021-05-07,2021-04-30,2021-05-03,13189223.84,13524773.35,335549.51,2.5441,12,7,7,335549.51
2021-05-10,2021-05-14,2021-05-07,2021-05-10,13524773.35,13524773.35,0.0,0.0,0,0,0,0.0
2021-05-17,2021-05-21,2021-05-14,2021-05-17,13524773.35,13524773.35,0.0,0.0,2,0,0,0.0
2021-05-24,2021-05-28,2021-05-21,2021-05-24,13524773.35,13857917.57,333144.22,2.4632,6,2,2,333144.23
2021-05-31,2021-06-04,2021-05-28,2021-05-31,13857917.57,13857917.57,0.0,0.0,0,0,0,0.0
2021-06-07,2021-06-11,2021-06-04,2021-06-07,13857917.57,13857917.57,0.0,0.0,2,0,0,0.0
2021-06-14,2021-06-18,2021-06-11,2021-06-14,13857917.57,13857917.57,0.0,0.0,0,0,0,0.0
2021-06-21,2021-06-25,2021-06-18,2021-06-21,13857917.57,14336392.35,478474.78,3.4527,6,3,3,478474.78
2021-06-28,2021-07-02,2021-06-25,2021-06-28,14336392.35,14336392.35,0.0,0.0,1,0,0,0.0
2021-07-05,2021-07-09,2021-07-02,2021-07-05,14336392.35,14336392.35,0.0,0.0,0,0,0,0.0
2021-07-12,2021-07-16,2021-07-09,2021-07-12,14336392.35,14336392.35,0.0,0.0,18,0,0,0.0
2021-07-19,2021-07-23,2021-07-16,2021-07-19,14336392.35,14532963.11,196570.76,1.3711,4,4,4,196570.76
2021-07-26,2021-07-30,2021-07-23,2021-07-26,14532963.11,14431557.46,-101405.65,-0.6978,3,2,2,-101405.65
2021-08-02,2021-08-06,2021-07-30,2021-08-02,14431557.46,14431557.46,0.0,0.0,11,0,0,0.0
2021-08-09,2021-08-13,2021-08-06,2021-08-09,14431557.46,13959147.46,-472410.0,-3.2735,2,1,1,-472410.0
2021-08-17,2021-08-20,2021-08-13,2021-08-17,13959147.46,13340263.78,-618883.68,-4.4335,11,9,9,-618883.68
2021-08-23,2021-08-27,2021-08-20,2021-08-23,13340263.78,13340263.78,0.0,0.0,14,0,0,0.0
2021-08-30,2021-09-03,2021-08-27,2021-08-30,13340263.78,13340263.78,0.0,0.0,1,0,0,0.0
2021-09-06,2021-09-10,2021-09-03,2021-09-06,13340263.78,13340263.78,0.0,0.0,0,0,0,0.0
2021-09-13,2021-09-17,2021-09-10,2021-09-13,13340263.78,13340263.78,0.0,0.0,0,0,0,0.0
2021-09-23,2021-09-27,2021-09-17,2021-09-23,13340263.78,12732686.59,-607577.19,-4.5545,1,1,1,-607577.19
2021-09-27,2021-10-01,2021-09-24,2021-09-27,12732686.59,12732686.59,0.0,0.0,1,0,0,0.0
2021-10-05,2021-10-08,2021-10-01,2021-10-05,12732686.59,12580229.49,-152457.1,-1.1974,11,9,9,-152457.1
2021-10-12,2021-10-15,2021-10-08,2021-10-12,12580229.49,13124342.18,544112.69,4.3251,6,2,2,544112.69
2021-10-18,2021-10-22,2021-10-15,2021-10-18,13124342.18,13124342.18,0.0,0.0,1,0,0,0.0
2021-10-25,2021-10-29,2021-10-22,2021-10-25,13124342.18,12725873.48,-398468.7,-3.0361,5,1,1,-398468.7
2021-11-01,2021-11-05,2021-10-29,2021-11-01,12725873.48,12988121.88,262248.4,2.0607,6,3,3,262248.4
2021-11-08,2021-11-12,2021-11-05,2021-11-08,12988121.88,13549268.16,561146.28,4.3205,17,1,1,561146.28
2021-11-15,2021-11-19,2021-11-12,2021-11-15,13549268.16,13549268.16,0.0,0.0,0,0,0,0.0
2021-11-22,2021-11-26,2021-11-19,2021-11-22,13549268.16,13159546.29,-389721.87,-2.8763,5,2,2,-389721.87
2021-11-29,2021-12-03,2021-11-26,2021-11-29,13159546.29,13269452.28,109905.99,0.8352,9,9,9,109905.99
2021-12-06,2021-12-10,2021-12-03,2021-12-06,13269452.28,13269452.28,0.0,0.0,0,0,0,0.0
2021-12-13,2021-12-17,2021-12-10,2021-12-13,13269452.28,13333485.22,64032.94,0.4826,4,2,2,64032.94
2021-12-20,2021-12-24,2021-12-17,2021-12-20,13333485.22,13911221.19,577735.96,4.333,2,1,1,577735.96
2021-12-27,2021-12-30,2021-12-24,2021-12-27,13911221.19,13227490.71,-683730.48,-4.915,1,1,1,-683730.48
2022-01-10,2022-01-14,2022-01-07,2022-01-10,13227490.71,13227490.71,0.0,0.0,1,0,0,0.0
2022-01-17,2022-01-21,2022-01-14,2022-01-17,13227490.71,13039303.45,-188187.26,-1.4227,3,1,1,-188187.26
2022-01-24,2022-01-28,2022-01-21,2022-01-24,13039303.45,12570446.71,-468856.74,-3.5957,9,7,7,-468856.74
2022-02-03,2022-02-07,2022-01-28,2022-02-03,12570446.71,12570446.71,0.0,0.0,0,0,0,0.0
2022-02-07,2022-02-11,2022-02-04,2022-02-07,12570446.71,11988624.84,-581821.88,-4.6285,2,1,1,-581821.88
2022-02-14,2022-02-18,2022-02-11,2022-02-14,11988624.84,12068300.83,79675.99,0.6646,11,10,10,79675.99
2022-02-21,2022-02-25,2022-02-18,2022-02-21,12068300.83,12068300.83,0.0,0.0,0,0,0,0.0
2022-02-28,2022-03-04,2022-02-25,2022-02-28,12068300.83,12153849.58,85548.75,0.7089,4,1,1,85548.75
2022-03-07,2022-03-11,2022-03-04,2022-03-07,12153849.58,11589177.23,-564672.35,-4.646,1,1,1,-564672.35
2022-03-14,2022-03-18,2022-03-11,2022-03-14,11589177.23,12160946.15,571768.92,4.9336,1,1,1,571768.92
2022-03-21,2022-03-25,2022-03-18,2022-03-21,12160946.15,12160946.15,0.0,0.0,2,0,0,0.0
2022-03-28,2022-04-01,2022-03-25,2022-03-28,12160946.15,11901162.68,-259783.47,-2.1362,4,1,1,-259783.47
