broker_order_id,ticker,side,quantity,price,status,raw_json
0173840,281820,BUY,5,63000,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0173840"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0175053,281820,SELL,5,63400,매도주문이 완료되었습니다.,"{""ord_no"": ""0175053"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다.""}"
0185715,181710,BUY,8,43650,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0185715"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0187046,181710,SELL,8,43850,매도주문이 완료되었습니다.,"{""ord_no"": ""0187046"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다.""}"
0200503,000650,BUY,1,201500,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0200503"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0201351,000650,SELL,1,202500,매도주문이 완료되었습니다.,"{""ord_no"": ""0201351"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다.""}"
0220686,192080,BUY,2,71300,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0220686"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0221515,192080,SELL,2,71500,매도주문이 완료되었습니다.,"{""ord_no"": ""0221515"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다.""}"
0233435,066575,BUY,2,81700,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0233435"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0234295,066575,SELL,2,82000,매도주문이 완료되었습니다.,"{""ord_no"": ""0234295"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다.""}"
0242379,181710,SELL,8,0,매도주문이 완료되었습니다.,"{""ord_no"": ""0242379"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다.""}"
0247426,281820,BUY,7,63200,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0247426"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0248402,281820,SELL,7,63700,매도주문이 완료되었습니다.,"{""ord_no"": ""0248402"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다.""}"
0253651,181710,BUY,7,41750,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0253651"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0254483,181710,SELL,7,42100,매도주문이 완료되었습니다.,"{""ord_no"": ""0254483"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다.""}"
0266290,018260,BUY,2,229500,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0266290"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0271126,021240,BUY,3,90800,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0271126"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0271778,021240,SELL,3,91100,매도주문이 완료되었습니다.,"{""ord_no"": ""0271778"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다.""}"
0276321,036570,BUY,1,259000,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0276321"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0276929,036570,SELL,1,260500,매도주문이 완료되었습니다.,"{""ord_no"": ""0276929"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다.""}"
0285991,499790,BUY,4,48100,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0285991"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0286641,499790,SELL,4,48300,매도주문이 완료되었습니다.,"{""ord_no"": ""0286641"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다.""}"
0290503,021240,BUY,2,90100,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0290503"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0290977,021240,SELL,2,90400,매도주문이 완료되었습니다.,"{""ord_no"": ""0290977"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다.""}"
0294561,009420,BUY,5,52000,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0294561"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0295154,009420,SELL,5,52200,매도주문이 완료되었습니다.,"{""ord_no"": ""0295154"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다.""}"
0299533,181710,BUY,7,41950,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0299533"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0299932,181710,SELL,1,42100,매도주문이 완료되었습니다.,"{""ord_no"": ""0299932"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다.""}"
0303369,009420,BUY,3,51900,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0303369"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
