session_date,phase,cash,account_value,external_cash_flow,adjusted_account_value,adjusted_pnl,loss_percent,kospi_change_percent,positions_json,open_orders_json
2026-06-17,daily_loss_check,2123690,2123690,0,2123690,0,0.0,2.113508339593596,[],[]
2026-06-17,daily_loss_check,805597,2132197,0,2132197,8507,-0.4005763553060946,2.113508339593596,"[{""ticker"": ""012750"", ""quantity"": 8, ""avg_price"": 79000, ""raw"": {""stk_cd"": ""A012750"", ""stk_nm"": ""에스원"", ""evltv_prft"": ""-00000000003040"", ""prft_rt"": ""-0.48"", ""pur_pric"": ""000000000079000"", ""pred_close_pric"": ""000000081600"", ""rmnd_qty"": ""000000000000008"", ""trde_able_qty"": ""000000000000000"", ""cur_prc"": ""000000078800"", ""pred_buyq"": ""000000000000000"", ""pred_sellq"": ""000000000000000"", ""tdy_buyq"": ""000000000000008"", ""tdy_sellq"": ""000000000000000"", ""pur_amt"": ""000000000632000"", ""pur_cmsn"": ""000000000000090"", ""evlt_amt"": ""000000000630400"", ""sell_cmsn"": ""000000000000090"", ""tax"": ""000000000001260"", ""sum_cmsn"": ""000000000000180"", ""poss_rt"": ""47.31"", ""crd_tp"": ""00"", ""crd_tp_nm"": """", ""crd_loan_dt"": """"}}, {""ticker"": ""298020"", ""quantity"": 2, ""avg_price"": 352000, ""raw"": {""stk_cd"": ""A298020"", ""stk_nm"": ""효성티앤씨"", ""evltv_prft"": ""-00000000005600"", ""prft_rt"": ""-0.80"", ""pur_pric"": ""000000000352000"", ""pred_close_pric"": ""000000354500"", ""rmnd_qty"": ""000000000000002"", ""trde_able_qty"": ""000000000000000"", ""cur_prc"": ""000000350000"", ""pred_buyq"": ""000000000000000"", ""pred_sellq"": ""000000000000000"", ""tdy_buyq"": ""000000000000002"", ""tdy_sellq"": ""000000000000000"", ""pur_amt"": ""000000000704000"", ""pur_cmsn"": ""000000000000100"", ""evlt_amt"": ""000000000700000"", ""sell_cmsn"": ""000000000000100"", ""tax"": ""000000000001400"", ""sum_cmsn"": ""000000000000200"", ""poss_rt"": ""52.69"", ""crd_tp"": ""00"", ""crd_tp_nm"": """", ""crd_loan_dt"": """"}}]","[{""acnt_no"": ""5704609010"", ""ord_no"": ""0145773"", ""mang_empno"": """", ""stk_cd"": ""298020"", ""tsk_tp"": """", ""ord_stt"": ""접수"", ""stk_nm"": ""효성티앤씨"", ""ord_qty"": ""2"", ""ord_pric"": ""355500"", ""oso_qty"": ""2"", ""cntr_tot_amt"": ""0"", ""orig_ord_no"": ""0000000"", ""io_tp_nm"": ""-매도"", ""trde_tp"": ""보통"", ""tm"": ""091505"", ""cntr_no"": """", ""cntr_pric"": ""0"", ""cntr_qty"": ""0"", ""cur_prc"": ""-350000"", ""sel_bid"": ""-352000"", ""buy_bid"": ""-350000"", ""unit_cntr_pric"": """", ""unit_cntr_qty"": """", ""tdy_trde_cmsn"": ""0"", ""tdy_trde_tax"": ""0"", ""ind_invsr"": """", ""stex_tp"": ""1"", ""stex_tp_txt"": ""KRX"", ""sor_yn"": ""N"", ""stop_pric"": ""0""}, {""acnt_no"": ""5704609010"", ""ord_no"": ""0144462"", ""mang_empno"": """", ""stk_cd"": ""012750"", ""tsk_tp"": """", ""ord_stt"": ""접수"", ""stk_nm"": ""에스원"", ""ord_qty"": ""8"", ""ord_pric"": ""79900"", ""oso_qty"": ""8"", ""cntr_tot_amt"": ""0"", ""orig_ord_no"": ""0000000"", ""io_tp_nm"": ""-매도"", ""trde_tp"": ""보통"", ""tm"": ""091440"", ""cntr_no"": """", ""cntr_pric"": ""0"", ""cntr_qty"": ""0"", ""cur_prc"": ""-78800"", ""sel_bid"": ""-78900"", ""buy_bid"": ""-78800"", ""unit_cntr_pric"": """", ""unit_cntr_qty"": """", ""tdy_trde_cmsn"": ""0"", ""tdy_trde_tax"": ""0"", ""ind_invsr"": """", ""stex_tp"": ""1"", ""stex_tp_txt"": ""KRX"", ""sor_yn"": ""N"", ""stop_pric"": ""0""}]"
2026-06-17,daily_loss_check,805597,2128397,0,2128397,4707,-0.22164251844666596,2.113508339593596,"[{""ticker"": ""012750"", ""quantity"": 8, ""avg_price"": 79000, ""raw"": {""stk_cd"": ""A012750"", ""stk_nm"": ""에스원"", ""evltv_prft"": ""-00000000009428"", ""prft_rt"": ""-1.49"", ""pur_pric"": ""000000000079000"", ""pred_close_pric"": ""000000081600"", ""rmnd_qty"": ""000000000000008"", ""trde_able_qty"": ""000000000000000"", ""cur_prc"": ""000000078000"", ""pred_buyq"": ""000000000000000"", ""pred_sellq"": ""000000000000000"", ""tdy_buyq"": ""000000000000008"", ""tdy_sellq"": ""000000000000000"", ""pur_amt"": ""000000000632000"", ""pur_cmsn"": ""000000000000090"", ""evlt_amt"": ""000000000624000"", ""sell_cmsn"": ""000000000000090"", ""tax"": ""000000000001248"", ""sum_cmsn"": ""000000000000180"", ""poss_rt"": ""47.31"", ""crd_tp"": ""00"", ""crd_tp_nm"": """", ""crd_loan_dt"": """"}}, {""ticker"": ""298020"", ""quantity"": 2, ""avg_price"": 352000, ""raw"": {""stk_cd"": ""A298020"", ""stk_nm"": ""효성티앤씨"", ""evltv_prft"": ""-00000000007596"", ""prft_rt"": ""-1.08"", ""pur_pric"": ""000000000352000"", ""pred_close_pric"": ""000000354500"", ""rmnd_qty"": ""000000000000002"", ""trde_able_qty"": ""000000000000000"", ""cur_prc"": ""000000349000"", ""pred_buyq"": ""000000000000000"", ""pred_sellq"": ""000000000000000"", ""tdy_buyq"": ""000000000000002"", ""tdy_sellq"": ""000000000000000"", ""pur_amt"": ""000000000704000"", ""pur_cmsn"": ""000000000000100"", ""evlt_amt"": ""000000000698000"", ""sell_cmsn"": ""000000000000100"", ""tax"": ""000000000001396"", ""sum_cmsn"": ""000000000000200"", ""poss_rt"": ""52.69"", ""crd_tp"": ""00"", ""crd_tp_nm"": """", ""crd_loan_dt"": """"}}]","[{""acnt_no"": ""5704609010"", ""ord_no"": ""0145773"", ""mang_empno"": """", ""stk_cd"": ""298020"", ""tsk_tp"": """", ""ord_stt"": ""접수"", ""stk_nm"": ""효성티앤씨"", ""ord_qty"": ""2"", ""ord_pric"": ""355500"", ""oso_qty"": ""2"", ""cntr_tot_amt"": ""0"", ""orig_ord_no"": ""0000000"", ""io_tp_nm"": ""-매도"", ""trde_tp"": ""보통"", ""tm"": ""091505"", ""cntr_no"": """", ""cntr_pric"": ""0"", ""cntr_qty"": ""0"", ""cur_prc"": ""-349000"", ""sel_bid"": ""-349500"", ""buy_bid"": ""-349000"", ""unit_cntr_pric"": """", ""unit_cntr_qty"": """", ""tdy_trde_cmsn"": ""0"", ""tdy_trde_tax"": ""0"", ""ind_invsr"": """", ""stex_tp"": ""1"", ""stex_tp_txt"": ""KRX"", ""sor_yn"": ""N"", ""stop_pric"": ""0""}, {""acnt_no"": ""5704609010"", ""ord_no"": ""0144462"", ""mang_empno"": """", ""stk_cd"": ""012750"", ""tsk_tp"": """", ""ord_stt"": ""접수"", ""stk_nm"": ""에스원"", ""ord_qty"": ""8"", ""ord_pric"": ""79900"", ""oso_qty"": ""8"", ""cntr_tot_amt"": ""0"", ""orig_ord_no"": ""0000000"", ""io_tp_nm"": ""-매도"", ""trde_tp"": ""보통"", ""tm"": ""091440"", ""cntr_no"": """", ""cntr_pric"": ""0"", ""cntr_qty"": ""0"", ""cur_prc"": ""-78000"", ""sel_bid"": ""-78100"", ""buy_bid"": ""-78000"", ""unit_cntr_pric"": """", ""unit_cntr_qty"": """", ""tdy_trde_cmsn"": ""0"", ""tdy_trde_tax"": ""0"", ""ind_invsr"": """", ""stex_tp"": ""1"", ""stex_tp_txt"": ""KRX"", ""sor_yn"": ""N"", ""stop_pric"": ""0""}]"
2026-06-17,daily_loss_check,805597,2138397,0,2138397,14707,-0.692521036497794,2.113508339593596,"[{""ticker"": ""012750"", ""quantity"": 8, ""avg_price"": 79000, ""raw"": {""stk_cd"": ""A012750"", ""stk_nm"": ""에스원"", ""evltv_prft"": ""-00000000007032"", ""prft_rt"": ""-1.11"", ""pur_pric"": ""000000000079000"", ""pred_close_pric"": ""000000081600"", ""rmnd_qty"": ""000000000000008"", ""trde_able_qty"": ""000000000000000"", ""cur_prc"": ""000000078300"", ""pred_buyq"": ""000000000000000"", ""pred_sellq"": ""000000000000000"", ""tdy_buyq"": ""000000000000008"", ""tdy_sellq"": ""000000000000000"", ""pur_amt"": ""000000000632000"", ""pur_cmsn"": ""000000000000090"", ""evlt_amt"": ""000000000626400"", ""sell_cmsn"": ""000000000000090"", ""tax"": ""000000000001252"", ""sum_cmsn"": ""000000000000180"", ""poss_rt"": ""47.31"", ""crd_tp"": ""00"", ""crd_tp_nm"": """", ""crd_loan_dt"": """"}}, {""ticker"": ""298020"", ""quantity"": 2, ""avg_price"": 352000, ""raw"": {""stk_cd"": ""A298020"", ""stk_nm"": ""효성티앤씨"", ""evltv_prft"": ""-00000000001608"", ""prft_rt"": ""-0.23"", ""pur_pric"": ""000000000352000"", ""pred_close_pric"": ""000000354500"", ""rmnd_qty"": ""000000000000002"", ""trde_able_qty"": ""000000000000000"", ""cur_prc"": ""000000352000"", ""pred_buyq"": ""000000000000000"", ""pred_sellq"": ""000000000000000"", ""tdy_buyq"": ""000000000000002"", ""tdy_sellq"": ""000000000000000"", ""pur_amt"": ""000000000704000"", ""pur_cmsn"": ""000000000000100"", ""evlt_amt"": ""000000000704000"", ""sell_cmsn"": ""000000000000100"", ""tax"": ""000000000001408"", ""sum_cmsn"": ""000000000000200"", ""poss_rt"": ""52.69"", ""crd_tp"": ""00"", ""crd_tp_nm"": """", ""crd_loan_dt"": """"}}]","[{""acnt_no"": ""5704609010"", ""ord_no"": ""0145773"", ""mang_empno"": """", ""stk_cd"": ""298020"", ""tsk_tp"": """", ""ord_stt"": ""접수"", ""stk_nm"": ""효성티앤씨"", ""ord_qty"": ""2"", ""ord_pric"": ""355500"", ""oso_qty"": ""2"", ""cntr_tot_amt"": ""0"", ""orig_ord_no"": ""0000000"", ""io_tp_nm"": ""-매도"", ""trde_tp"": ""보통"", ""tm"": ""091505"", ""cntr_no"": """", ""cntr_pric"": ""0"", ""cntr_qty"": ""0"", ""cur_prc"": ""-352000"", ""sel_bid"": ""-352500"", ""buy_bid"": ""-350500"", ""unit_cntr_pric"": """", ""unit_cntr_qty"": """", ""tdy_trde_cmsn"": ""0"", ""tdy_trde_tax"": ""0"", ""ind_invsr"": """", ""stex_tp"": ""1"", ""stex_tp_txt"": ""KRX"", ""sor_yn"": ""N"", ""stop_pric"": ""0""}, {""acnt_no"": ""5704609010"", ""ord_no"": ""0144462"", ""mang_empno"": """", ""stk_cd"": ""012750"", ""tsk_tp"": """", ""ord_stt"": ""접수"", ""stk_nm"": ""에스원"", ""ord_qty"": ""8"", ""ord_pric"": ""79900"", ""oso_qty"": ""8"", ""cntr_tot_amt"": ""0"", ""orig_ord_no"": ""0000000"", ""io_tp_nm"": ""-매도"", ""trde_tp"": ""보통"", ""tm"": ""091440"", ""cntr_no"": """", ""cntr_pric"": ""0"", ""cntr_qty"": ""0"", ""cur_prc"": ""-78300"", ""sel_bid"": ""-78300"", ""buy_bid"": ""-78200"", ""unit_cntr_pric"": """", ""unit_cntr_qty"": """", ""tdy_trde_cmsn"": ""0"", ""tdy_trde_tax"": ""0"", ""ind_invsr"": """", ""stex_tp"": ""1"", ""stex_tp_txt"": ""KRX"", ""sor_yn"": ""N"", ""stop_pric"": ""0""}]"
2026-06-17,daily_loss_check,1408025,2112025,0,2112025,-11665,0.5492797913066407,2.113508339593596,"[{""ticker"": ""298020"", ""quantity"": 2, ""avg_price"": 352000, ""raw"": {""stk_cd"": ""A298020"", ""stk_nm"": ""효성티앤씨"", ""evltv_prft"": ""-00000000002605"", ""prft_rt"": ""-0.37"", ""pur_pric"": ""000000000352000"", ""pred_close_pric"": ""000000354500"", ""rmnd_qty"": ""000000000000002"", ""trde_able_qty"": ""000000000000000"", ""cur_prc"": ""000000351500"", ""pred_buyq"": ""000000000000000"", ""pred_sellq"": ""000000000000000"", ""tdy_buyq"": ""000000000000002"", ""tdy_sellq"": ""000000000000000"", ""pur_amt"": ""000000000704000"", ""pur_cmsn"": ""000000000000100"", ""evlt_amt"": ""000000000703000"", ""sell_cmsn"": ""000000000000100"", ""tax"": ""000000000001405"", ""sum_cmsn"": ""000000000000200"", ""poss_rt"": ""100.00"", ""crd_tp"": ""00"", ""crd_tp_nm"": """", ""crd_loan_dt"": """"}}]","[{""acnt_no"": ""5704609010"", ""ord_no"": ""0145773"", ""mang_empno"": """", ""stk_cd"": ""298020"", ""tsk_tp"": """", ""ord_stt"": ""접수"", ""stk_nm"": ""효성티앤씨"", ""ord_qty"": ""2"", ""ord_pric"": ""355500"", ""oso_qty"": ""2"", ""cntr_tot_amt"": ""0"", ""orig_ord_no"": ""0000000"", ""io_tp_nm"": ""-매도"", ""trde_tp"": ""보통"", ""tm"": ""091505"", ""cntr_no"": """", ""cntr_pric"": ""0"", ""cntr_qty"": ""0"", ""cur_prc"": ""-351500"", ""sel_bid"": ""-352000"", ""buy_bid"": ""-351500"", ""unit_cntr_pric"": """", ""unit_cntr_qty"": """", ""tdy_trde_cmsn"": ""0"", ""tdy_trde_tax"": ""0"", ""ind_invsr"": """", ""stex_tp"": ""1"", ""stex_tp_txt"": ""KRX"", ""sor_yn"": ""N"", ""stop_pric"": ""0""}]"
2026-06-17,daily_loss_check,1408025,2110025,0,2110025,-13665,0.6434554949168664,-0.654321270597946,"[{""ticker"": ""298020"", ""quantity"": 2, ""avg_price"": 352000, ""raw"": {""stk_cd"": ""A298020"", ""stk_nm"": ""효성티앤씨"", ""evltv_prft"": ""-00000000004601"", ""prft_rt"": ""-0.65"", ""pur_pric"": ""000000000352000"", ""pred_close_pric"": ""000000354500"", ""rmnd_qty"": ""000000000000002"", ""trde_able_qty"": ""000000000000000"", ""cur_prc"": ""000000350500"", ""pred_buyq"": ""000000000000000"", ""pred_sellq"": ""000000000000000"", ""tdy_buyq"": ""000000000000002"", ""tdy_sellq"": ""000000000000000"", ""pur_amt"": ""000000000704000"", ""pur_cmsn"": ""000000000000100"", ""evlt_amt"": ""000000000701000"", ""sell_cmsn"": ""000000000000100"", ""tax"": ""000000000001401"", ""sum_cmsn"": ""000000000000200"", ""poss_rt"": ""100.00"", ""crd_tp"": ""00"", ""crd_tp_nm"": """", ""crd_loan_dt"": """"}}]","[{""acnt_no"": ""5704609010"", ""ord_no"": ""0145773"", ""mang_empno"": """", ""stk_cd"": ""298020"", ""tsk_tp"": """", ""ord_stt"": ""접수"", ""stk_nm"": ""효성티앤씨"", ""ord_qty"": ""2"", ""ord_pric"": ""355500"", ""oso_qty"": ""2"", ""cntr_tot_amt"": ""0"", ""orig_ord_no"": ""0000000"", ""io_tp_nm"": ""-매도"", ""trde_tp"": ""보통"", ""tm"": ""091505"", ""cntr_no"": """", ""cntr_pric"": ""0"", ""cntr_qty"": ""0"", ""cur_prc"": ""-350500"", ""sel_bid"": ""-350500"", ""buy_bid"": ""-350000"", ""unit_cntr_pric"": """", ""unit_cntr_qty"": """", ""tdy_trde_cmsn"": ""0"", ""tdy_trde_tax"": ""0"", ""ind_invsr"": """", ""stex_tp"": ""1"", ""stex_tp_txt"": ""KRX"", ""sor_yn"": ""N"", ""stop_pric"": ""0""}]"
2026-06-17,daily_loss_check,1408025,2110025,0,2110025,-13665,0.6434554949168664,-0.654321270597946,"[{""ticker"": ""298020"", ""quantity"": 2, ""avg_price"": 352000, ""raw"": {""stk_cd"": ""A298020"", ""stk_nm"": ""효성티앤씨"", ""evltv_prft"": ""-00000000005600"", ""prft_rt"": ""-0.80"", ""pur_pric"": ""000000000352000"", ""pred_close_pric"": ""000000354500"", ""rmnd_qty"": ""000000000000002"", ""trde_able_qty"": ""000000000000000"", ""cur_prc"": ""000000350000"", ""pred_buyq"": ""000000000000000"", ""pred_sellq"": ""000000000000000"", ""tdy_buyq"": ""000000000000002"", ""tdy_sellq"": ""000000000000000"", ""pur_amt"": ""000000000704000"", ""pur_cmsn"": ""000000000000100"", ""evlt_amt"": ""000000000700000"", ""sell_cmsn"": ""000000000000100"", ""tax"": ""000000000001400"", ""sum_cmsn"": ""000000000000200"", ""poss_rt"": ""100.00"", ""crd_tp"": ""00"", ""crd_tp_nm"": """", ""crd_loan_dt"": """"}}]","[{""acnt_no"": ""5704609010"", ""ord_no"": ""0145773"", ""mang_empno"": """", ""stk_cd"": ""298020"", ""tsk_tp"": """", ""ord_stt"": ""접수"", ""stk_nm"": ""효성티앤씨"", ""ord_qty"": ""2"", ""ord_pric"": ""355500"", ""oso_qty"": ""2"", ""cntr_tot_amt"": ""0"", ""orig_ord_no"": ""0000000"", ""io_tp_nm"": ""-매도"", ""trde_tp"": ""보통"", ""tm"": ""091505"", ""cntr_no"": """", ""cntr_pric"": ""0"", ""cntr_qty"": ""0"", ""cur_prc"": ""-350000"", ""sel_bid"": ""-350500"", ""buy_bid"": ""-349500"", ""unit_cntr_pric"": """", ""unit_cntr_qty"": """", ""tdy_trde_cmsn"": ""0"", ""tdy_trde_tax"": ""0"", ""ind_invsr"": """", ""stex_tp"": ""1"", ""stex_tp_txt"": ""KRX"", ""sor_yn"": ""N"", ""stop_pric"": ""0""}]"
2026-06-17,daily_loss_check,1408025,2109025,0,2109025,-14665,0.6905433467219793,-0.654321270597946,"[{""ticker"": ""298020"", ""quantity"": 2, ""avg_price"": 352000, ""raw"": {""stk_cd"": ""A298020"", ""stk_nm"": ""효성티앤씨"", ""evltv_prft"": ""-00000000004601"", ""prft_rt"": ""-0.65"", ""pur_pric"": ""000000000352000"", ""pred_close_pric"": ""000000354500"", ""rmnd_qty"": ""000000000000002"", ""trde_able_qty"": ""000000000000000"", ""cur_prc"": ""000000350500"", ""pred_buyq"": ""000000000000000"", ""pred_sellq"": ""000000000000000"", ""tdy_buyq"": ""000000000000002"", ""tdy_sellq"": ""000000000000000"", ""pur_amt"": ""000000000704000"", ""pur_cmsn"": ""000000000000100"", ""evlt_amt"": ""000000000701000"", ""sell_cmsn"": ""000000000000100"", ""tax"": ""000000000001401"", ""sum_cmsn"": ""000000000000200"", ""poss_rt"": ""100.00"", ""crd_tp"": ""00"", ""crd_tp_nm"": """", ""crd_loan_dt"": """"}}]","[{""acnt_no"": ""5704609010"", ""ord_no"": ""0145773"", ""mang_empno"": """", ""stk_cd"": ""298020"", ""tsk_tp"": """", ""ord_stt"": ""접수"", ""stk_nm"": ""효성티앤씨"", ""ord_qty"": ""2"", ""ord_pric"": ""355500"", ""oso_qty"": ""2"", ""cntr_tot_amt"": ""0"", ""orig_ord_no"": ""0000000"", ""io_tp_nm"": ""-매도"", ""trde_tp"": ""보통"", ""tm"": ""091505"", ""cntr_no"": """", ""cntr_pric"": ""0"", ""cntr_qty"": ""0"", ""cur_prc"": ""-350500"", ""sel_bid"": ""-351000"", ""buy_bid"": ""-350500"", ""unit_cntr_pric"": """", ""unit_cntr_qty"": """", ""tdy_trde_cmsn"": ""0"", ""tdy_trde_tax"": ""0"", ""ind_invsr"": """", ""stex_tp"": ""1"", ""stex_tp_txt"": ""KRX"", ""sor_yn"": ""N"", ""stop_pric"": ""0""}]"
2026-06-17,daily_loss_check,1408025,2111025,0,2111025,-12665,0.5963676431117536,-0.654321270597946,"[{""ticker"": ""298020"", ""quantity"": 2, ""avg_price"": 352000, ""raw"": {""stk_cd"": ""A298020"", ""stk_nm"": ""효성티앤씨"", ""evltv_prft"": ""-00000000004601"", ""prft_rt"": ""-0.65"", ""pur_pric"": ""000000000352000"", ""pred_close_pric"": ""000000354500"", ""rmnd_qty"": ""000000000000002"", ""trde_able_qty"": ""000000000000000"", ""cur_prc"": ""000000350500"", ""pred_buyq"": ""000000000000000"", ""pred_sellq"": ""000000000000000"", ""tdy_buyq"": ""000000000000002"", ""tdy_sellq"": ""000000000000000"", ""pur_amt"": ""000000000704000"", ""pur_cmsn"": ""000000000000100"", ""evlt_amt"": ""000000000701000"", ""sell_cmsn"": ""000000000000100"", ""tax"": ""000000000001401"", ""sum_cmsn"": ""000000000000200"", ""poss_rt"": ""100.00"", ""crd_tp"": ""00"", ""crd_tp_nm"": """", ""crd_loan_dt"": """"}}]","[{""acnt_no"": ""5704609010"", ""ord_no"": ""0145773"", ""mang_empno"": """", ""stk_cd"": ""298020"", ""tsk_tp"": """", ""ord_stt"": ""접수"", ""stk_nm"": ""효성티앤씨"", ""ord_qty"": ""2"", ""ord_pric"": ""355500"", ""oso_qty"": ""2"", ""cntr_tot_amt"": ""0"", ""orig_ord_no"": ""0000000"", ""io_tp_nm"": ""-매도"", ""trde_tp"": ""보통"", ""tm"": ""091505"", ""cntr_no"": """", ""cntr_pric"": ""0"", ""cntr_qty"": ""0"", ""cur_prc"": ""-350500"", ""sel_bid"": ""-351500"", ""buy_bid"": ""-350500"", ""unit_cntr_pric"": """", ""unit_cntr_qty"": """", ""tdy_trde_cmsn"": ""0"", ""tdy_trde_tax"": ""0"", ""ind_invsr"": """", ""stex_tp"": ""1"", ""stex_tp_txt"": ""KRX"", ""sor_yn"": ""N"", ""stop_pric"": ""0""}]"
2026-06-17,daily_loss_check,1408025,2112025,0,2112025,-11665,0.5492797913066407,-0.654321270597946,"[{""ticker"": ""298020"", ""quantity"": 2, ""avg_price"": 352000, ""raw"": {""stk_cd"": ""A298020"", ""stk_nm"": ""효성티앤씨"", ""evltv_prft"": ""-00000000002605"", ""prft_rt"": ""-0.37"", ""pur_pric"": ""000000000352000"", ""pred_close_pric"": ""000000354500"", ""rmnd_qty"": ""000000000000002"", ""trde_able_qty"": ""000000000000000"", ""cur_prc"": ""000000351500"", ""pred_buyq"": ""000000000000000"", ""pred_sellq"": ""000000000000000"", ""tdy_buyq"": ""000000000000002"", ""tdy_sellq"": ""000000000000000"", ""pur_amt"": ""000000000704000"", ""pur_cmsn"": ""000000000000100"", ""evlt_amt"": ""000000000703000"", ""sell_cmsn"": ""000000000000100"", ""tax"": ""000000000001405"", ""sum_cmsn"": ""000000000000200"", ""poss_rt"": ""100.00"", ""crd_tp"": ""00"", ""crd_tp_nm"": """", ""crd_loan_dt"": """"}}]","[{""acnt_no"": ""5704609010"", ""ord_no"": ""0145773"", ""mang_empno"": """", ""stk_cd"": ""298020"", ""tsk_tp"": """", ""ord_stt"": ""접수"", ""stk_nm"": ""효성티앤씨"", ""ord_qty"": ""2"", ""ord_pric"": ""355500"", ""oso_qty"": ""2"", ""cntr_tot_amt"": ""0"", ""orig_ord_no"": ""0000000"", ""io_tp_nm"": ""-매도"", ""trde_tp"": ""보통"", ""tm"": ""091505"", ""cntr_no"": """", ""cntr_pric"": ""0"", ""cntr_qty"": ""0"", ""cur_prc"": ""-351500"", ""sel_bid"": ""-352000"", ""buy_bid"": ""-351000"", ""unit_cntr_pric"": """", ""unit_cntr_qty"": """", ""tdy_trde_cmsn"": ""0"", ""tdy_trde_tax"": ""0"", ""ind_invsr"": """", ""stex_tp"": ""1"", ""stex_tp_txt"": ""KRX"", ""sor_yn"": ""N"", ""stop_pric"": ""0""}]"
