session_date,phase,cash,account_value,external_cash_flow,adjusted_account_value,adjusted_pnl,loss_percent,positions_json,open_orders_json
2026-06-10,daily_loss_check,601267,601267,0,601267,0,0.0,[],[]
2026-06-10,daily_loss_check,391905,912905,0,912905,311638,-51.83021852188795,"[{""ticker"": ""014680"", ""quantity"": 2, ""avg_price"": 261500, ""raw"": {""stk_cd"": ""A014680"", ""stk_nm"": ""한솔케미칼"", ""evltv_prft"": ""-00000000004180"", ""prft_rt"": ""-0.80"", ""pur_pric"": ""000000000261500"", ""pred_close_pric"": ""000000246500"", ""rmnd_qty"": ""000000000000002"", ""trde_able_qty"": ""000000000000000"", ""cur_prc"": ""000000260000"", ""pred_buyq"": ""000000000000000"", ""pred_sellq"": ""000000000000000"", ""tdy_buyq"": ""000000000000002"", ""tdy_sellq"": ""000000000000000"", ""pur_amt"": ""000000000523000"", ""pur_cmsn"": ""000000000000070"", ""evlt_amt"": ""000000000520000"", ""sell_cmsn"": ""000000000000070"", ""tax"": ""000000000001040"", ""sum_cmsn"": ""000000000000140"", ""poss_rt"": ""100.00"", ""crd_tp"": ""00"", ""crd_tp_nm"": """", ""crd_loan_dt"": """"}}]","[{""acnt_no"": ""5704609010"", ""ord_no"": ""0168523"", ""mang_empno"": """", ""stk_cd"": ""014680"", ""tsk_tp"": """", ""ord_stt"": ""접수"", ""stk_nm"": ""한솔케미칼"", ""ord_qty"": ""2"", ""ord_pric"": ""263500"", ""oso_qty"": ""2"", ""cntr_tot_amt"": ""0"", ""orig_ord_no"": ""0000000"", ""io_tp_nm"": ""-매도"", ""trde_tp"": ""보통"", ""tm"": ""093216"", ""cntr_no"": """", ""cntr_pric"": ""0"", ""cntr_qty"": ""0"", ""cur_prc"": ""+260000"", ""sel_bid"": ""+260500"", ""buy_bid"": ""+260000"", ""unit_cntr_pric"": """", ""unit_cntr_qty"": """", ""tdy_trde_cmsn"": ""0"", ""tdy_trde_tax"": ""0"", ""ind_invsr"": """", ""stex_tp"": ""1"", ""stex_tp_txt"": ""KRX"", ""sor_yn"": ""N"", ""stop_pric"": ""0""}]"
2026-06-10,daily_loss_check,289505,1065505,0,1065505,464238,-77.20995830471321,"[{""ticker"": ""014680"", ""quantity"": 2, ""avg_price"": 261500, ""raw"": {""stk_cd"": ""A014680"", ""stk_nm"": ""한솔케미칼"", ""evltv_prft"": ""-00000000007173"", ""prft_rt"": ""-1.37"", ""pur_pric"": ""000000000261500"", ""pred_close_pric"": ""000000246500"", ""rmnd_qty"": ""000000000000002"", ""trde_able_qty"": ""000000000000000"", ""cur_prc"": ""000000258500"", ""pred_buyq"": ""000000000000000"", ""pred_sellq"": ""000000000000000"", ""tdy_buyq"": ""000000000000002"", ""tdy_sellq"": ""000000000000000"", ""pur_amt"": ""000000000523000"", ""pur_cmsn"": ""000000000000070"", ""evlt_amt"": ""000000000517000"", ""sell_cmsn"": ""000000000000070"", ""tax"": ""000000000001033"", ""sum_cmsn"": ""000000000000140"", ""poss_rt"": ""67.14"", ""crd_tp"": ""00"", ""crd_tp_nm"": """", ""crd_loan_dt"": """"}}, {""ticker"": ""036570"", ""quantity"": 1, ""avg_price"": 256000, ""raw"": {""stk_cd"": ""A036570"", ""stk_nm"": ""NC"", ""evltv_prft"": ""-00000000001070"", ""prft_rt"": ""-0.42"", ""pur_pric"": ""000000000256000"", ""pred_close_pric"": ""000000264500"", ""rmnd_qty"": ""000000000000001"", ""trde_able_qty"": ""000000000000000"", ""cur_prc"": ""000000255500"", ""pred_buyq"": ""000000000000001"", ""pred_sellq"": ""000000000000001"", ""tdy_buyq"": ""000000000000001"", ""tdy_sellq"": ""000000000000000"", ""pur_amt"": ""000000000256000"", ""pur_cmsn"": ""000000000000030"", ""evlt_amt"": ""000000000255500"", ""sell_cmsn"": ""000000000000030"", ""tax"": ""000000000000510"", ""sum_cmsn"": ""000000000000060"", ""poss_rt"": ""32.86"", ""crd_tp"": ""00"", ""crd_tp_nm"": """", ""crd_loan_dt"": """"}}]","[{""acnt_no"": ""5704609010"", ""ord_no"": ""0177552"", ""mang_empno"": """", ""stk_cd"": ""036570"", ""tsk_tp"": """", ""ord_stt"": ""접수"", ""stk_nm"": ""NC"", ""ord_qty"": ""1"", ""ord_pric"": ""257500"", ""oso_qty"": ""1"", ""cntr_tot_amt"": ""0"", ""orig_ord_no"": ""0000000"", ""io_tp_nm"": ""-매도"", ""trde_tp"": ""보통"", ""tm"": ""093543"", ""cntr_no"": """", ""cntr_pric"": ""0"", ""cntr_qty"": ""0"", ""cur_prc"": ""-255500"", ""sel_bid"": ""-256000"", ""buy_bid"": ""-255500"", ""unit_cntr_pric"": """", ""unit_cntr_qty"": """", ""tdy_trde_cmsn"": ""0"", ""tdy_trde_tax"": ""0"", ""ind_invsr"": """", ""stex_tp"": ""1"", ""stex_tp_txt"": ""KRX"", ""sor_yn"": ""N"", ""stop_pric"": ""0""}, {""acnt_no"": ""5704609010"", ""ord_no"": ""0168523"", ""mang_empno"": """", ""stk_cd"": ""014680"", ""tsk_tp"": """", ""ord_stt"": ""접수"", ""stk_nm"": ""한솔케미칼"", ""ord_qty"": ""2"", ""ord_pric"": ""263500"", ""oso_qty"": ""2"", ""cntr_tot_amt"": ""0"", ""orig_ord_no"": ""0000000"", ""io_tp_nm"": ""-매도"", ""trde_tp"": ""보통"", ""tm"": ""093216"", ""cntr_no"": """", ""cntr_pric"": ""0"", ""cntr_qty"": ""0"", ""cur_prc"": ""+258500"", ""sel_bid"": ""+259000"", ""buy_bid"": ""+258500"", ""unit_cntr_pric"": """", ""unit_cntr_qty"": """", ""tdy_trde_cmsn"": ""0"", ""tdy_trde_tax"": ""0"", ""ind_invsr"": """", ""stex_tp"": ""1"", ""stex_tp_txt"": ""KRX"", ""sor_yn"": ""N"", ""stop_pric"": ""0""}]"
2026-06-10,daily_loss_check,188505,1219005,0,1219005,617738,-102.73938200499944,"[{""ticker"": ""009420"", ""quantity"": 5, ""avg_price"": 50500, ""raw"": {""stk_cd"": ""A009420"", ""stk_nm"": ""한올바이오파마"", ""evltv_prft"": ""-00000000000065"", ""prft_rt"": ""-0.03"", ""pur_pric"": ""000000000050500"", ""pred_close_pric"": ""000000052200"", ""rmnd_qty"": ""000000000000005"", ""trde_able_qty"": ""000000000000000"", ""cur_prc"": ""000000050600"", ""pred_buyq"": ""000000000000008"", ""pred_sellq"": ""000000000000008"", ""tdy_buyq"": ""000000000000005"", ""tdy_sellq"": ""000000000000000"", ""pur_amt"": ""000000000252500"", ""pur_cmsn"": ""000000000000030"", ""evlt_amt"": ""000000000253000"", ""sell_cmsn"": ""000000000000030"", ""tax"": ""000000000000505"", ""sum_cmsn"": ""000000000000060"", ""poss_rt"": ""24.48"", ""crd_tp"": ""00"", ""crd_tp_nm"": """", ""crd_loan_dt"": """"}}, {""ticker"": ""014680"", ""quantity"": 2, ""avg_price"": 261500, ""raw"": {""stk_cd"": ""A014680"", ""stk_nm"": ""한솔케미칼"", ""evltv_prft"": ""-00000000002184"", ""prft_rt"": ""-0.42"", ""pur_pric"": ""000000000261500"", ""pred_close_pric"": ""000000246500"", ""rmnd_qty"": ""000000000000002"", ""trde_able_qty"": ""000000000000000"", ""cur_prc"": ""000000261000"", ""pred_buyq"": ""000000000000000"", ""pred_sellq"": ""000000000000000"", ""tdy_buyq"": ""000000000000002"", ""tdy_sellq"": ""000000000000000"", ""pur_amt"": ""000000000523000"", ""pur_cmsn"": ""000000000000070"", ""evlt_amt"": ""000000000522000"", ""sell_cmsn"": ""000000000000070"", ""tax"": ""000000000001044"", ""sum_cmsn"": ""000000000000140"", ""poss_rt"": ""50.70"", ""crd_tp"": ""00"", ""crd_tp_nm"": """", ""crd_loan_dt"": """"}}, {""ticker"": ""036570"", ""quantity"": 1, ""avg_price"": 256000, ""raw"": {""stk_cd"": ""A036570"", ""stk_nm"": ""NC"", ""evltv_prft"": ""-00000000000072"", ""prft_rt"": ""-0.03"", ""pur_pric"": ""000000000256000"", ""pred_close_pric"": ""000000264500"", ""rmnd_qty"": ""000000000000001"", ""trde_able_qty"": ""000000000000000"", ""cur_prc"": ""000000256500"", ""pred_buyq"": ""000000000000001"", ""pred_sellq"": ""000000000000001"", ""tdy_buyq"": ""000000000000001"", ""tdy_sellq"": ""000000000000000"", ""pur_amt"": ""000000000256000"", ""pur_cmsn"": ""000000000000030"", ""evlt_amt"": ""000000000256500"", ""sell_cmsn"": ""000000000000030"", ""tax"": ""000000000000512"", ""sum_cmsn"": ""000000000000060"", ""poss_rt"": ""24.82"", ""crd_tp"": ""00"", ""crd_tp_nm"": """", ""crd_loan_dt"": """"}}]","[{""acnt_no"": ""5704609010"", ""ord_no"": ""0185087"", ""mang_empno"": """", ""stk_cd"": ""009420"", ""tsk_tp"": """", ""ord_stt"": ""접수"", ""stk_nm"": ""한올바이오파마"", ""ord_qty"": ""5"", ""ord_pric"": ""50800"", ""oso_qty"": ""5"", ""cntr_tot_amt"": ""0"", ""orig_ord_no"": ""0000000"", ""io_tp_nm"": ""-매도"", ""trde_tp"": ""보통"", ""tm"": ""093917"", ""cntr_no"": """", ""cntr_pric"": ""0"", ""cntr_qty"": ""0"", ""cur_prc"": ""-50600"", ""sel_bid"": ""-50600"", ""buy_bid"": ""-50500"", ""unit_cntr_pric"": """", ""unit_cntr_qty"": """", ""tdy_trde_cmsn"": ""0"", ""tdy_trde_tax"": ""0"", ""ind_invsr"": """", ""stex_tp"": ""1"", ""stex_tp_txt"": ""KRX"", ""sor_yn"": ""N"", ""stop_pric"": ""0""}, {""acnt_no"": ""5704609010"", ""ord_no"": ""0177552"", ""mang_empno"": """", ""stk_cd"": ""036570"", ""tsk_tp"": """", ""ord_stt"": ""접수"", ""stk_nm"": ""NC"", ""ord_qty"": ""1"", ""ord_pric"": ""257500"", ""oso_qty"": ""1"", ""cntr_tot_amt"": ""0"", ""orig_ord_no"": ""0000000"", ""io_tp_nm"": ""-매도"", ""trde_tp"": ""보통"", ""tm"": ""093543"", ""cntr_no"": """", ""cntr_pric"": ""0"", ""cntr_qty"": ""0"", ""cur_prc"": ""-256500"", ""sel_bid"": ""-256500"", ""buy_bid"": ""-256000"", ""unit_cntr_pric"": """", ""unit_cntr_qty"": """", ""tdy_trde_cmsn"": ""0"", ""tdy_trde_tax"": ""0"", ""ind_invsr"": """", ""stex_tp"": ""1"", ""stex_tp_txt"": ""KRX"", ""sor_yn"": ""N"", ""stop_pric"": ""0""}, {""acnt_no"": ""5704609010"", ""ord_no"": ""0168523"", ""mang_empno"": """", ""stk_cd"": ""014680"", ""tsk_tp"": """", ""ord_stt"": ""접수"", ""stk_nm"": ""한솔케미칼"", ""ord_qty"": ""2"", ""ord_pric"": ""263500"", ""oso_qty"": ""2"", ""cntr_tot_amt"": ""0"", ""orig_ord_no"": ""0000000"", ""io_tp_nm"": ""-매도"", ""trde_tp"": ""보통"", ""tm"": ""093216"", ""cntr_no"": """", ""cntr_pric"": ""0"", ""cntr_qty"": ""0"", ""cur_prc"": ""+261000"", ""sel_bid"": ""+261000"", ""buy_bid"": ""+260500"", ""unit_cntr_pric"": """", ""unit_cntr_qty"": """", ""tdy_trde_cmsn"": ""0"", ""tdy_trde_tax"": ""0"", ""ind_invsr"": """", ""stex_tp"": ""1"", ""stex_tp_txt"": ""KRX"", ""sor_yn"": ""N"", ""stop_pric"": ""0""}]"
2026-06-10,daily_loss_check,124185,1308885,0,1308885,707618,-117.68781589543413,"[{""ticker"": ""008770"", ""quantity"": 3, ""avg_price"": 53600, ""raw"": {""stk_cd"": ""A008770"", ""stk_nm"": ""호텔신라"", ""evltv_prft"": ""-00000000000960"", ""prft_rt"": ""-0.60"", ""pur_pric"": ""000000000053600"", ""pred_close_pric"": ""000000055200"", ""rmnd_qty"": ""000000000000003"", ""trde_able_qty"": ""000000000000000"", ""cur_prc"": ""000000053400"", ""pred_buyq"": ""000000000000000"", ""pred_sellq"": ""000000000000000"", ""tdy_buyq"": ""000000000000003"", ""tdy_sellq"": ""000000000000000"", ""pur_amt"": ""000000000160800"", ""pur_cmsn"": ""000000000000020"", ""evlt_amt"": ""000000000160200"", ""sell_cmsn"": ""000000000000020"", ""tax"": ""000000000000320"", ""sum_cmsn"": ""000000000000040"", ""poss_rt"": ""13.49"", ""crd_tp"": ""00"", ""crd_tp_nm"": """", ""crd_loan_dt"": """"}}, {""ticker"": ""009420"", ""quantity"": 5, ""avg_price"": 50500, ""raw"": {""stk_cd"": ""A009420"", ""stk_nm"": ""한올바이오파마"", ""evltv_prft"": ""-00000000001562"", ""prft_rt"": ""-0.62"", ""pur_pric"": ""000000000050500"", ""pred_close_pric"": ""000000052200"", ""rmnd_qty"": ""000000000000005"", ""trde_able_qty"": ""000000000000000"", ""cur_prc"": ""000000050300"", ""pred_buyq"": ""000000000000008"", ""pred_sellq"": ""000000000000008"", ""tdy_buyq"": ""000000000000005"", ""tdy_sellq"": ""000000000000000"", ""pur_amt"": ""000000000252500"", ""pur_cmsn"": ""000000000000030"", ""evlt_amt"": ""000000000251500"", ""sell_cmsn"": ""000000000000030"", ""tax"": ""000000000000502"", ""sum_cmsn"": ""000000000000060"", ""poss_rt"": ""21.18"", ""crd_tp"": ""00"", ""crd_tp_nm"": """", ""crd_loan_dt"": """"}}, {""ticker"": ""014680"", ""quantity"": 2, ""avg_price"": 261500, ""raw"": {""stk_cd"": ""A014680"", ""stk_nm"": ""한솔케미칼"", ""evltv_prft"": ""-00000000007173"", ""prft_rt"": ""-1.37"", ""pur_pric"": ""000000000261500"", ""pred_close_pric"": ""000000246500"", ""rmnd_qty"": ""000000000000002"", ""trde_able_qty"": ""000000000000000"", ""cur_prc"": ""000000258500"", ""pred_buyq"": ""000000000000000"", ""pred_sellq"": ""000000000000000"", ""tdy_buyq"": ""000000000000002"", ""tdy_sellq"": ""000000000000000"", ""pur_amt"": ""000000000523000"", ""pur_cmsn"": ""000000000000070"", ""evlt_amt"": ""000000000517000"", ""sell_cmsn"": ""000000000000070"", ""tax"": ""000000000001033"", ""sum_cmsn"": ""000000000000140"", ""poss_rt"": ""43.86"", ""crd_tp"": ""00"", ""crd_tp_nm"": """", ""crd_loan_dt"": """"}}, {""ticker"": ""036570"", ""quantity"": 1, ""avg_price"": 256000, ""raw"": {""stk_cd"": ""A036570"", ""stk_nm"": ""NC"", ""evltv_prft"": ""-00000000001569"", ""prft_rt"": ""-0.61"", ""pur_pric"": ""000000000256000"", ""pred_close_pric"": ""000000264500"", ""rmnd_qty"": ""000000000000001"", ""trde_able_qty"": ""000000000000000"", ""cur_prc"": ""000000255000"", ""pred_buyq"": ""000000000000001"", ""pred_sellq"": ""000000000000001"", ""tdy_buyq"": ""000000000000001"", ""tdy_sellq"": ""000000000000000"", ""pur_amt"": ""000000000256000"", ""pur_cmsn"": ""000000000000030"", ""evlt_amt"": ""000000000255000"", ""sell_cmsn"": ""000000000000030"", ""tax"": ""000000000000509"", ""sum_cmsn"": ""000000000000060"", ""poss_rt"": ""21.47"", ""crd_tp"": ""00"", ""crd_tp_nm"": """", ""crd_loan_dt"": """"}}]","[{""acnt_no"": ""5704609010"", ""ord_no"": ""0191731"", ""mang_empno"": """", ""stk_cd"": ""008770"", ""tsk_tp"": """", ""ord_stt"": ""접수"", ""stk_nm"": ""호텔신라"", ""ord_qty"": ""3"", ""ord_pric"": ""53900"", ""oso_qty"": ""3"", ""cntr_tot_amt"": ""0"", ""orig_ord_no"": ""0000000"", ""io_tp_nm"": ""-매도"", ""trde_tp"": ""보통"", ""tm"": ""094249"", ""cntr_no"": """", ""cntr_pric"": ""0"", ""cntr_qty"": ""0"", ""cur_prc"": ""-53400"", ""sel_bid"": ""-53400"", ""buy_bid"": ""-53300"", ""unit_cntr_pric"": """", ""unit_cntr_qty"": """", ""tdy_trde_cmsn"": ""0"", ""tdy_trde_tax"": ""0"", ""ind_invsr"": """", ""stex_tp"": ""1"", ""stex_tp_txt"": ""KRX"", ""sor_yn"": ""N"", ""stop_pric"": ""0""}, {""acnt_no"": ""5704609010"", ""ord_no"": ""0185087"", ""mang_empno"": """", ""stk_cd"": ""009420"", ""tsk_tp"": """", ""ord_stt"": ""접수"", ""stk_nm"": ""한올바이오파마"", ""ord_qty"": ""5"", ""ord_pric"": ""50800"", ""oso_qty"": ""5"", ""cntr_tot_amt"": ""0"", ""orig_ord_no"": ""0000000"", ""io_tp_nm"": ""-매도"", ""trde_tp"": ""보통"", ""tm"": ""093917"", ""cntr_no"": """", ""cntr_pric"": ""0"", ""cntr_qty"": ""0"", ""cur_prc"": ""-50200"", ""sel_bid"": ""-50300"", ""buy_bid"": ""-50200"", ""unit_cntr_pric"": """", ""unit_cntr_qty"": """", ""tdy_trde_cmsn"": ""0"", ""tdy_trde_tax"": ""0"", ""ind_invsr"": """", ""stex_tp"": ""1"", ""stex_tp_txt"": ""KRX"", ""sor_yn"": ""N"", ""stop_pric"": ""0""}, {""acnt_no"": ""5704609010"", ""ord_no"": ""0177552"", ""mang_empno"": """", ""stk_cd"": ""036570"", ""tsk_tp"": """", ""ord_stt"": ""접수"", ""stk_nm"": ""NC"", ""ord_qty"": ""1"", ""ord_pric"": ""257500"", ""oso_qty"": ""1"", ""cntr_tot_amt"": ""0"", ""orig_ord_no"": ""0000000"", ""io_tp_nm"": ""-매도"", ""trde_tp"": ""보통"", ""tm"": ""093543"", ""cntr_no"": """", ""cntr_pric"": ""0"", ""cntr_qty"": ""0"", ""cur_prc"": ""-255000"", ""sel_bid"": ""-255000"", ""buy_bid"": ""-254500"", ""unit_cntr_pric"": """", ""unit_cntr_qty"": """", ""tdy_trde_cmsn"": ""0"", ""tdy_trde_tax"": ""0"", ""ind_invsr"": """", ""stex_tp"": ""1"", ""stex_tp_txt"": ""KRX"", ""sor_yn"": ""N"", ""stop_pric"": ""0""}, {""acnt_no"": ""5704609010"", ""ord_no"": ""0168523"", ""mang_empno"": """", ""stk_cd"": ""014680"", ""tsk_tp"": """", ""ord_stt"": ""접수"", ""stk_nm"": ""한솔케미칼"", ""ord_qty"": ""2"", ""ord_pric"": ""263500"", ""oso_qty"": ""2"", ""cntr_tot_amt"": ""0"", ""orig_ord_no"": ""0000000"", ""io_tp_nm"": ""-매도"", ""trde_tp"": ""보통"", ""tm"": ""093216"", ""cntr_no"": """", ""cntr_pric"": ""0"", ""cntr_qty"": ""0"", ""cur_prc"": ""+258500"", ""sel_bid"": ""+259000"", ""buy_bid"": ""+258500"", ""unit_cntr_pric"": """", ""unit_cntr_qty"": """", ""tdy_trde_cmsn"": ""0"", ""tdy_trde_tax"": ""0"", ""ind_invsr"": """", ""stex_tp"": ""1"", ""stex_tp_txt"": ""KRX"", ""sor_yn"": ""N"", ""stop_pric"": ""0""}]"
