broker_order_id,ticker,side,quantity,price,status,raw_json
0135437,085620,BUY,19,20100,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0135437"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0135448,085620,SELL,19,20300,매도주문이 완료되었습니다.,"{""ord_no"": ""0135448"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 20100, ""planned_expect_price"": 20350, ""planned_target_price"": 20300, ""planned_profit_tick_distance"": 5, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
0135920,003030,BUY,3,119100,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0135920"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0135933,003030,SELL,3,120000,매도주문이 완료되었습니다.,"{""ord_no"": ""0135933"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 119000, ""planned_expect_price"": 120500, ""planned_target_price"": 120000, ""planned_profit_tick_distance"": 3, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
0136326,005389,BUY,1,200000,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0136326"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0136342,005389,SELL,1,201500,매도주문이 완료되었습니다.,"{""ord_no"": ""0136342"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 200000, ""planned_expect_price"": 202000, ""planned_target_price"": 201500, ""planned_profit_tick_distance"": 4, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
0160689,02826K,BUY,1,274500,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0160689"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0160699,02826K,SELL,1,279000,매도주문이 완료되었습니다.,"{""ord_no"": ""0160699"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 274500, ""planned_expect_price"": 279500, ""planned_target_price"": 279000, ""planned_profit_tick_distance"": 10, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
0161053,006110,BUY,9,39900,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0161053"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0161063,006110,SELL,9,40350,매도주문이 완료되었습니다.,"{""ord_no"": ""0161063"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 39850, ""planned_expect_price"": 40400, ""planned_target_price"": 40350, ""planned_profit_tick_distance"": 11, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
