broker_order_id,ticker,side,quantity,price,status,raw_json
0141565,000400,BUY,158,2085,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0141565"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0142863,000400,SELL,58,2100,매도주문이 완료되었습니다.,"{""ord_no"": ""0142863"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 2085, ""planned_expect_price"": 2105, ""planned_target_price"": 2100, ""planned_profit_tick_distance"": 4, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
0146020,000400,SELL,70,2100,매도주문이 완료되었습니다.,"{""ord_no"": ""0146020"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 2085, ""planned_expect_price"": 2105, ""planned_target_price"": 2100, ""planned_profit_tick_distance"": 4, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
0147438,000400,SELL,30,2100,매도주문이 완료되었습니다.,"{""ord_no"": ""0147438"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 2085, ""planned_expect_price"": 2105, ""planned_target_price"": 2100, ""planned_profit_tick_distance"": 4, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
0186090,005090,BUY,7,41850,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0186090"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0186102,005090,SELL,7,42250,매도주문이 완료되었습니다.,"{""ord_no"": ""0186102"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 41850, ""planned_expect_price"": 42300, ""planned_target_price"": 42250, ""planned_profit_tick_distance"": 9, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
0223138,005935,BUY,1,205500,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0223138"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0223153,005935,SELL,1,207000,매도주문이 완료되었습니다.,"{""ord_no"": ""0223153"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 205500, ""planned_expect_price"": 207500, ""planned_target_price"": 207000, ""planned_profit_tick_distance"": 4, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
0261355,005090,BUY,7,41800,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0261355"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0261925,005090,SELL,7,42100,매도주문이 완료되었습니다.,"{""ord_no"": ""0261925"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 41800, ""planned_expect_price"": 42150, ""planned_target_price"": 42100, ""planned_profit_tick_distance"": 7, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
