start,end,initial_cash,ending_cash,total_return_pct,weeks,trades,win_rate_pct,avg_trade_pct,avg_weekly_pct,max_drawdown_pct,buy_slippage_bps,sell_slippage_bps,buy_fee_bps,sell_fee_bps,sell_tax_bps
2020-01-01,2024-12-31,10000000.0,8326549.9,-16.7345,246,1047,58.2617,-0.1298,-0.058,-35.1628,5.0,5.0,5.0,5.0,20.0
