start,end,initial_cash,ending_cash,total_return_pct,weeks,trades,win_rate_pct,avg_trade_pct,avg_weekly_pct,max_drawdown_pct,buy_slippage_bps,sell_slippage_bps,buy_fee_bps,sell_fee_bps,sell_tax_bps
2020-01-01,2024-12-31,10000000.0,10295213.65,2.9521,246,1471,58.4636,-0.0052,0.0308,-25.3516,5.0,5.0,0.0,0.0,0.0
