session_date,starting_capital_krw,total_profit_krw,total_fee_krw,total_tax_krw,total_buy_amount_krw,total_sell_amount_krw,total_return_percent,total_return_percent_on_starting_capital,traded_tickers
2026-06-10,601267,3662,155,934,513900,518650,0.7126,0.6090,"008770,005090,000430"
2026-06-11,552046,2649,185,1115,615650,619600,0.4303,0.4799,"005090,181710"
2026-06-12,950861,1786,66,398,219000,221250,0.8155,0.1878,285130
2026-06-15,915582,-8857,66,390,225300,216900,-3.9312,-0.9674,120110
2026-06-16,879149,-352,50,302,167700,167700,-0.2099,-0.0400,020150
2026-06-17,2123690,-7313,46,267,155400,148400,-4.7059,-0.3444,012750
