session_date,starting_capital_krw,total_profit_krw,total_fee_krw,total_tax_krw,total_buy_amount_krw,total_sell_amount_krw,total_return_percent,total_return_percent_on_starting_capital,traded_tickers
2026-06-10,601267,-10654,2055,12334,6848465,6852200,-0.1556,-1.7719,"005090,004990,028670,181710,008770,085620,081660,462870,000430,092200,069960,078930,088350,161390,281820,009420,192080,005940"
2026-06-11,552046,-10336,4243,25478,14134795,14154180,-0.0731,-1.8723,"085620,120110,323410,279570,012750,000430,181710,009420,005090,016380,092200,000370,180640,001450,217590,499790,161390,003160,066575"
2026-06-12,950861,-32974,3112,18662,10378900,10367700,-0.3177,-3.4678,"081660,014680,042700,285130,047050,001800,443060,192080,062040,298050,018670,085620,000500,097950,195870,014820,499790,014830,001430,009970,020150,000430,029780,483650"
2026-06-15,915582,-20183,4071,24432,13564975,13573295,-0.1488,-2.2044,"103590,001430,066570,018260,336260,020150,006360,004990,229640,005090,120110,352820,192650,217590,499790,085620,009420,090460,010820,001120,484870,010060,051600,003540,001510,181710,012750,381970"
2026-06-16,879149,-26875,2869,17211,9568340,9561545,-0.2809,-3.0569,"108320,020150,004990,302440,000430,081660,003720,484870,051600,272450,001250,499790,097950,005090,006800,036570,022100,077970,003540,112610,452260,178920,016380,383220"
