session_date,starting_capital_krw,total_profit_krw,total_fee_krw,total_tax_krw,total_buy_amount_krw,total_sell_amount_krw,total_return_percent,total_return_percent_on_starting_capital,traded_tickers
2026-06-16,879149,-11424,1489,8935,4964900,4963900,-0.2301,-1.2994,"000210,036570,336260,022100,036460,066570,005387,081660,035420,161390,326030,010120,000100,004990,015760,003670,484870"
2026-06-17,2123690,-40856,3506,21020,11694160,11677830,-0.3494,-1.9238,"012330,028260,329180,017960,005380,005935,010120,000810,011200,090460,092200,024110,192650,001120"
