session_date,starting_capital_krw,total_profit_krw,total_fee_krw,total_tax_krw,total_buy_amount_krw,total_sell_amount_krw,total_return_percent,total_return_percent_on_starting_capital,traded_tickers
2026-06-10,601267,-10996,1255,7530,4185670,4183460,-0.2627,-1.8288,"085620,181710,008770,081660,462870,005090,000430,066575,383220,004990,192080,028670,078930,092200,281820,161390,009420"
2026-06-11,552046,-16581,1358,8143,4531065,4523985,-0.3659,-3.0036,"180640,085620,323410,120110,005090,016380,181710,475150,092200,000430,012750,001450"
2026-06-12,950861,2279,1209,7262,4023850,4034600,0.0566,0.2397,"443060,042700,047040,047050,014830,000100,062040,078930,009970,020150,023530,085620,251270,192080"
2026-06-15,915582,-23574,903,5401,3017970,3000700,-0.7811,-2.5748,"103590,012750,005090,352820,092200,001430,020150,018260,010820,001510,120110"
2026-06-16,879149,-9225,683,4092,2277750,2273300,-0.4050,-1.0493,"066570,020150,035420,006800,015760,003670,022100,302440,097950"
2026-06-17,2123690,-27124,2807,16837,9361310,9353830,-0.2897,-1.2772,"028260,012330,010120,047040,086280,323410,071050,005380,005387,004800,092200,047050,001120,192650,024110"
