session_date,starting_capital_krw,total_profit_krw,total_fee_krw,total_tax_krw,total_buy_amount_krw,total_sell_amount_krw,total_return_percent,total_return_percent_on_starting_capital,traded_tickers
2026-06-10,601267,-6777,280,1677,936240,931420,-0.7239,-1.1271,"004990,000430,005090,028670"
2026-06-11,552046,-7418,482,2891,1609970,1605925,-0.4608,-1.3437,"120110,499790,005090,181710,092200,000370,217590,000430"
2026-06-12,950861,12860,561,3379,1860450,1877250,0.6912,1.3525,"003160,298050,009970,285130,014680,192080,001800"
2026-06-15,915582,1901,492,2957,1637340,1642690,0.1161,0.2076,"012750,009420,010820,020150,005090,181710"
2026-06-16,879149,8966,591,3558,1963610,1976725,0.4566,1.0198,"499790,285130,302440,484870,000430,178920,020150"
2026-06-17,2123690,-35889,1961,11748,6548820,6526640,-0.5480,-1.6899,"326030,002380,006260,006360,009420,001800,000430,012750,001120,081660"
