session_date,starting_capital_krw,total_profit_krw,total_fee_krw,total_tax_krw,total_buy_amount_krw,total_sell_amount_krw,total_return_percent,total_return_percent_on_starting_capital,traded_tickers
2026-06-10,601267,2522,973,5845,3238160,3247500,0.0779,0.4194,"069960,055550,085620,008770,028670,004990,009420,005940,181710,000430,078930,017900,064400,175330,161390"
2026-06-11,552046,-26230,598,3567,2003660,1981595,-1.3091,-4.7514,"180640,120110,279570,016380,005090,001450,010690,000430,323410,217590"
2026-06-12,950861,-26031,1007,6024,3365900,3346900,-0.7734,-2.7376,"443060,042700,047040,047050,078930,028050,000500,062040,499790,030200,025540,023530"
2026-06-15,915582,-2632,376,2256,1253100,1253100,-0.2100,-0.2875,"036570,028050,336260,005090,352820"
2026-06-16,879149,-21046,295,1751,992000,973000,-2.1216,-2.3939,"018670,066570,051600,035420"
2026-06-17,2123690,-717,2222,13345,7399100,7413950,-0.0097,-0.0338,"329180,012330,006400,051910,005380,004800,047040,047050,085620,024110,028260"
