session_date,starting_capital_krw,total_profit_krw,total_fee_krw,total_tax_krw,total_buy_amount_krw,total_sell_amount_krw,total_return_percent,total_return_percent_on_starting_capital,traded_tickers
2026-06-10,601267,-268,695,4173,2313820,2318420,-0.0116,-0.0446,"085620,069960,009420,005940,078930,181710,064400,175330,161390,028670,055550"
2026-06-11,552046,-14352,497,2970,1660960,1650075,-0.8641,-2.5998,"180640,120110,279570,016380,005090,001450,000430,323410"
2026-06-12,950861,-6810,714,4281,2380240,2378425,-0.2861,-0.7162,"047040,081660,001800,285130,452260,028050,062040,097950,499790,014820,030200"
2026-06-15,915582,-3809,931,5588,3101970,3104680,-0.1228,-0.4160,"103590,028050,336260,192650,012750,009420,090460,010820,001430,020150,001510,005090,352820,081660"
2026-06-16,879149,-10414,239,1425,800650,791900,-1.3007,-1.1846,"302440,004990,020150,051600"
2026-06-17,2123690,-17908,1936,11612,6455480,6451120,-0.2774,-0.8432,"047050,323410,326030,022100,336260,028050,450080,489790,011170,192650,018880,000430,005850,001430,010820,004800,047040,000210,001530,085620,003030,003000,024110,001120,000240,030000,029780,000120"
