session_date,starting_capital_krw,total_profit_krw,total_fee_krw,total_tax_krw,total_buy_amount_krw,total_sell_amount_krw,total_return_percent,total_return_percent_on_starting_capital,traded_tickers
2026-06-10,601267,-3626,47,279,158400,155100,-2.2891,-0.6031,005090
2026-06-11,552046,5267,225,1358,747550,754400,0.7046,0.9541,"120110,005090,181710"
2026-06-12,950861,4933,130,787,431400,437250,1.1435,0.5188,"285130,001800"
2026-06-15,915582,-16755,124,731,421950,406050,-3.9708,-1.8300,"005090,181710"
2026-06-16,879149,828,60,362,199750,201000,0.4145,0.0942,302440
2026-06-17,2123690,-5037,191,1145,639900,636200,-0.7872,-0.2372,"111770,011170,450080,012750"
