session_date,starting_capital_krw,total_profit_krw,total_fee_krw,total_tax_krw,total_buy_amount_krw,total_sell_amount_krw,total_return_percent,total_return_percent_on_starting_capital,traded_tickers
2026-06-10,601267,-7868,492,2946,1641340,1636910,-0.4794,-1.3086,"008770,181710,000430,004990,005090,028670,092200"
2026-06-11,552046,-13733,293,1746,981470,969775,-1.3992,-2.4877,"120110,085620,000370,005090,000430,323410"
2026-06-12,950861,-5001,1214,7287,4044900,4048400,-0.1236,-0.5259,"042700,047050,081660,001800,285130,014680,010120,018670,192080,499790,014820,025540"
2026-06-15,915582,-6523,758,4545,2526430,2525210,-0.2582,-0.7124,"103590,001430,192650,006360,001510,009420,005090,120110,352820"
2026-06-16,879149,5672,410,2468,1362350,1370900,0.4163,0.6452,"081660,093370,302440,020150,161890"
2026-06-17,2123690,-13508,2044,12264,6812500,6813300,-0.1983,-0.6361,"012330,005380,195870,000210,004800,003490,005387,010060,005850,028260,000240"
