session_date,ticker,entry_time,exit_time,entry_price,exit_price,exit_reason,pnl_percent
2026-06-10,005090,2026-06-10 09:31:42,2026-06-10 09:33:27,52800,52100,stop_loss,-1.3258
2026-06-10,085620,2026-06-10 09:35:03,2026-06-10 09:36:57,21750,21950,take_profit,0.9195
2026-06-10,181710,2026-06-10 09:36:57,2026-06-10 09:44:03,41150,40700,stop_loss,-1.0936
2026-06-10,028670,2026-06-10 09:33:28,2026-06-10 09:51:07,5110,5050,stop_loss,-1.1742
2026-06-10,009420,2026-06-10 09:51:10,2026-06-10 09:52:58,49850,50100,take_profit,0.5015
2026-06-10,008770,2026-06-10 09:44:03,2026-06-10 09:52:59,53400,53900,take_profit,0.9363
2026-06-10,462870,2026-06-10 09:52:59,2026-06-10 10:00:31,30650,31100,take_profit,1.4682
2026-06-10,181710,2026-06-10 09:53:00,2026-06-10 10:00:32,40150,40350,take_profit,0.4981
2026-06-10,005090,2026-06-10 10:00:34,2026-06-10 10:02:22,51400,51800,take_profit,0.7782
2026-06-10,181710,2026-06-10 10:02:23,2026-06-10 10:04:20,40350,40550,take_profit,0.4957
2026-06-10,000430,2026-06-10 10:02:27,2026-06-10 10:04:23,5850,5750,stop_loss,-1.7094
2026-06-10,092200,2026-06-10 10:06:16,2026-06-10 10:12:19,9870,9760,stop_loss,-1.1145
2026-06-10,181710,2026-06-10 10:06:11,2026-06-10 10:29:23,40250,41100,take_profit,2.1118
2026-06-10,004990,2026-06-10 09:31:38,2026-06-10 10:33:16,25700,25800,take_profit,0.3891
2026-06-10,088350,2026-06-10 10:31:19,2026-06-10 10:33:23,4875,4890,take_profit,0.3077
2026-06-10,000430,2026-06-10 10:33:21,2026-06-10 10:35:27,5720,5790,take_profit,1.2238
2026-06-10,092200,2026-06-10 10:41:02,2026-06-10 10:48:52,9810,9710,stop_loss,-1.0194
2026-06-10,281820,2026-06-10 10:53:02,2026-06-10 10:55:06,67500,67800,take_profit,0.4444
2026-06-10,028670,2026-06-10 10:14:06,2026-06-10 11:18:22,5050,4975,stop_loss,-1.4851
2026-06-10,181710,2026-06-10 10:55:06,2026-06-10 11:20:45,40900,40400,stop_loss,-1.2225
2026-06-10,281820,2026-06-10 11:20:45,2026-06-10 11:24:55,66800,66000,stop_loss,-1.1976
2026-06-10,005090,2026-06-10 11:24:57,2026-06-10 11:45:32,51600,51900,take_profit,0.5814
2026-06-10,161390,2026-06-10 10:35:15,2026-06-10 11:51:41,71600,70900,force_exit_last_trace,-0.9777
2026-06-10,009420,2026-06-10 11:18:25,2026-06-10 11:51:41,50100,49750,force_exit_last_trace,-0.6986
2026-06-10,004990,2026-06-10 11:47:22,2026-06-10 11:51:38,25600,25600,force_exit_last_trace,0.0
2026-06-11,120110,2026-06-11 09:32:14,2026-06-11 09:35:59,68400,68800,take_profit,0.5848
2026-06-11,323410,2026-06-11 09:32:10,2026-06-11 09:37:56,23350,23000,stop_loss,-1.4989
2026-06-11,085620,2026-06-11 09:32:12,2026-06-11 09:37:59,20750,20450,stop_loss,-1.4458
2026-06-11,000430,2026-06-11 09:35:59,2026-06-11 09:40:40,5440,5370,stop_loss,-1.2868
2026-06-11,120110,2026-06-11 09:41:07,2026-06-11 09:43:10,68800,69200,take_profit,0.5814
2026-06-11,005090,2026-06-11 09:38:03,2026-06-11 09:51:15,49500,50200,take_profit,1.4141
2026-06-11,000370,2026-06-11 09:38:04,2026-06-11 09:54:59,6190,6120,stop_loss,-1.1309
2026-06-11,016380,2026-06-11 09:51:15,2026-06-11 10:00:04,5550,5570,take_profit,0.3604
2026-06-11,092200,2026-06-11 10:00:05,2026-06-11 10:03:34,9310,9200,stop_loss,-1.1815
2026-06-11,181710,2026-06-11 09:43:11,2026-06-11 10:05:25,39400,39750,take_profit,0.8883
2026-06-11,323410,2026-06-11 09:57:02,2026-06-11 10:08:30,22900,23000,take_profit,0.4367
2026-06-11,005090,2026-06-11 10:08:31,2026-06-11 10:10:44,50400,50700,take_profit,0.5952
2026-06-11,000370,2026-06-11 10:03:35,2026-06-11 10:11:15,6120,6160,take_profit,0.6536
2026-06-11,005090,2026-06-11 10:16:10,2026-06-11 10:22:00,50600,49900,stop_loss,-1.3834
2026-06-11,016380,2026-06-11 10:13:24,2026-06-11 10:25:28,5600,5630,take_profit,0.5357
2026-06-11,000430,2026-06-11 10:22:02,2026-06-11 10:29:03,5070,5010,stop_loss,-1.1834
2026-06-11,323410,2026-06-11 10:13:15,2026-06-11 10:36:54,23050,22800,stop_loss,-1.0846
2026-06-11,005090,2026-06-11 10:25:28,2026-06-11 10:55:12,49600,50400,take_profit,1.6129
2026-06-11,323410,2026-06-11 10:55:53,2026-06-11 10:58:54,22700,22800,take_profit,0.4405
2026-06-11,181710,2026-06-11 10:37:01,2026-06-11 11:04:12,39550,39000,stop_loss,-1.3906
2026-06-11,005090,2026-06-11 10:58:55,2026-06-11 11:13:08,50100,50300,take_profit,0.3992
2026-06-11,000430,2026-06-11 11:14:28,2026-06-11 11:16:50,4855,4870,take_profit,0.309
2026-06-11,181710,2026-06-11 11:04:41,2026-06-11 11:30:36,39050,38600,stop_loss,-1.1524
2026-06-11,499790,2026-06-11 11:30:37,2026-06-11 11:33:58,50300,49750,stop_loss,-1.0934
2026-06-11,323410,2026-06-11 11:34:45,2026-06-11 11:41:36,22750,22850,take_profit,0.4396
2026-06-11,000370,2026-06-11 10:29:06,2026-06-11 11:56:33,6080,6150,take_profit,1.1513
2026-06-11,005090,2026-06-11 11:17:31,2026-06-11 12:07:57,50100,50400,take_profit,0.5988
2026-06-11,217590,2026-06-11 12:07:57,2026-06-11 12:12:03,23200,22900,stop_loss,-1.2931
2026-06-11,181710,2026-06-11 11:41:39,2026-06-11 12:13:48,38500,38100,stop_loss,-1.039
