session_date,starting_capital_krw,total_profit_krw,total_fee_krw,total_tax_krw,total_buy_amount_krw,total_sell_amount_krw,total_return_percent,total_return_percent_on_starting_capital,traded_tickers
2026-06-10,601267,-14345,1868,11207,6227530,6226260,-0.2303,-2.3858,"005090,004990,028670,008770,192080,081660,462870,181710,000430,066575,069960,383220,161390,092200,001450,078930,489790,064400,281820,009420,088350,175330"
2026-06-11,552046,-7342,3448,20704,11485290,11502100,-0.0639,-1.3300,"180640,085620,323410,001450,120110,181710,012750,000430,279570,009420,005090,016380,092200,475150,000370,069960,036460,003160,010690,066575,217590,499790,281820"
2026-06-12,950861,-37232,3146,18861,10493725,10478500,-0.3548,-3.9156,"014680,042700,028050,375500,006360,047050,001800,161390,192080,010120,017800,030200,085620,014830,018880,285130,018670,195870,009970,499790,181710,017900,064400,025540,009420,020150,120110,001120,483650"
2026-06-15,915582,-18267,3163,18983,10542475,10546355,-0.1733,-1.9951,"103590,001430,066570,018260,020150,006360,004990,336260,229640,352820,005090,217590,499790,009420,489790,192650,001120,010820,001510,085620,181710,452260,484870,003540,051600,008770"
2026-06-16,879149,-21256,2199,13191,7334265,7328400,-0.2898,-2.4178,"020150,003720,302440,051600,004990,081660,036460,499790,120110,005090,161890,452260,016380,192820,022100,005070,108320,178920,192080,003540"
