session_date,starting_capital_krw,total_profit_krw,total_fee_krw,total_tax_krw,total_buy_amount_krw,total_sell_amount_krw,total_return_percent,total_return_percent_on_starting_capital,traded_tickers
2026-06-16,879149,-8958,709,4249,2364700,2360700,-0.3788,-1.0189,"000210,036570,336260,022100,036460,081660,004990,066570,005387"
2026-06-17,2123690,-31762,2735,16398,9122360,9109730,-0.3482,-1.4956,"028260,329180,017960,012330,010120,047040,323410,005380,004800,092200,047050,001120,192650,024110"
