session_date,starting_capital_krw,total_profit_krw,total_fee_krw,total_tax_krw,total_buy_amount_krw,total_sell_amount_krw,total_return_percent,total_return_percent_on_starting_capital,traded_tickers
2026-06-16,879149,-20544,1465,8779,4887700,4877400,-0.4203,-2.3368,"036570,336260,022100,036460,066570,005387,081660,035420,161390,326030,120110,010120,097230,000100,015760,003670,192820"
2026-06-17,2123690,-7778,5560,33388,18517680,18548850,-0.0420,-0.3662,"028260,012330,005380,009540,006400,010120,035420,035720,009155,017960,000810,011200,005935,090460,267250,004370,003540,092200,195870,375500,005850,103140,192650,066575"
