session_date,starting_capital_krw,total_profit_krw,total_fee_krw,total_tax_krw,total_buy_amount_krw,total_sell_amount_krw,total_return_percent,total_return_percent_on_starting_capital,traded_tickers
2026-06-10,601267,-16926,1814,10882,6049810,6045580,-0.2798,-2.8151,"005090,004990,028670,181710,008770,085620,036460,081660,462870,000430,161390,066575,069960,383220,192080,064400,078930,092200,326030,175330"
2026-06-11,552046,-22237,2574,15443,8583585,8579365,-0.2591,-4.0281,"180640,085620,323410,279570,001450,012750,120110,181710,000430,005090,092200,016380,475150,069960,036460,217590,499790,003160"
2026-06-12,950861,-11679,2175,13054,7248450,7252000,-0.1611,-1.2283,"014680,375500,042700,028050,047050,161390,326030,014830,030200,285130,064400,298050,078930,010120,017800,450080,120110,018670,009970,014820,001800"
2026-06-15,915582,-10482,3347,20095,11151020,11163980,-0.0940,-1.1448,"103590,001430,066570,018260,336260,020150,006360,004990,229640,005090,001120,352820,192650,499790,085620,012750,092200,009420,489790,484870,010060,010820,051600,003540,001510,181710"
2026-06-16,879149,-22596,1859,11146,6202030,6192440,-0.3643,-2.5702,"020150,004990,302440,000430,081660,003720,484870,051600,272450,015860,001250,036460,000500,097950,383220,001450,036570,005180"
