session_date,ticker,entry_time,exit_time,entry_price,exit_price,exit_reason,pnl_percent
2026-06-10,005090,2026-06-10 09:31:42,2026-06-10 09:33:27,52800,52100,stop_loss,-1.3258
2026-06-10,004990,2026-06-10 09:31:38,2026-06-10 09:42:10,25700,25500,stop_loss,-0.7782
2026-06-10,028670,2026-06-10 09:33:28,2026-06-10 09:42:10,5110,5060,stop_loss,-0.9785
2026-06-10,008770,2026-06-10 09:42:11,2026-06-10 09:52:59,53600,53900,take_profit,0.5597
2026-06-10,192080,2026-06-10 09:42:12,2026-06-10 09:56:42,71700,72200,take_profit,0.6974
2026-06-10,081660,2026-06-10 09:31:39,2026-06-10 10:00:30,40200,40350,take_profit,0.3731
2026-06-10,462870,2026-06-10 09:52:59,2026-06-10 10:00:31,30650,31100,take_profit,1.4682
2026-06-10,005090,2026-06-10 10:00:34,2026-06-10 10:02:22,51400,51800,take_profit,0.7782
2026-06-10,181710,2026-06-10 09:56:43,2026-06-10 10:04:20,40200,40550,take_profit,0.8706
2026-06-10,000430,2026-06-10 10:02:27,2026-06-10 10:04:23,5850,5750,stop_loss,-1.7094
2026-06-10,092200,2026-06-10 10:06:16,2026-06-10 10:12:19,9870,9760,stop_loss,-1.1145
2026-06-10,069960,2026-06-10 10:08:20,2026-06-10 10:14:12,162100,163500,take_profit,0.8637
2026-06-10,069960,2026-06-10 10:15:53,2026-06-10 10:17:55,162900,163900,take_profit,0.6139
2026-06-10,028670,2026-06-10 10:14:06,2026-06-10 10:27:28,5050,5010,stop_loss,-0.7921
2026-06-10,181710,2026-06-10 10:19:49,2026-06-10 10:29:23,40200,41100,take_profit,2.2388
2026-06-10,088350,2026-06-10 10:31:19,2026-06-10 10:33:23,4875,4890,take_profit,0.3077
2026-06-10,078930,2026-06-10 10:04:13,2026-06-10 10:35:17,73400,73700,take_profit,0.4087
2026-06-10,000430,2026-06-10 10:27:34,2026-06-10 10:35:27,5730,5790,take_profit,1.0471
2026-06-10,028670,2026-06-10 10:35:20,2026-06-10 10:48:46,5010,5030,take_profit,0.3992
2026-06-10,092200,2026-06-10 10:41:02,2026-06-10 10:48:52,9810,9710,stop_loss,-1.0194
2026-06-10,078930,2026-06-10 10:48:50,2026-06-10 10:50:55,73800,74100,take_profit,0.4065
2026-06-10,161390,2026-06-10 10:35:15,2026-06-10 10:53:00,71600,71000,stop_loss,-0.838
2026-06-10,281820,2026-06-10 10:53:02,2026-06-10 10:55:06,67500,67800,take_profit,0.4444
