session_date,starting_capital_krw,total_profit_krw,total_fee_krw,total_tax_krw,total_buy_amount_krw,total_sell_amount_krw,total_return_percent,total_return_percent_on_starting_capital,traded_tickers
2026-06-10,601267,-11883,632,3786,2110640,2103175,-0.5630,-1.9763,"005090,008770,281820,000430,004990,078930,028670,195870,181710,009420"
2026-06-11,552046,-11949,731,4378,2439190,2432350,-0.4899,-2.1645,"120110,000430,499790,005090,181710,092200,000370,003160"
2026-06-12,950861,5163,618,3718,2056300,2065800,0.2511,0.5430,"001800,003160,195870,181710,298050,018670,285130,009970,499790"
2026-06-15,915582,-25634,626,3738,2097850,2076580,-1.2219,-2.7997,"005090,012750,020150,090460,009420,217590,181710,352820"
2026-06-16,879149,-8209,478,2862,1594630,1589760,-0.5148,-0.9337,"006110,499790,484870,000430,302440,051600,020150"
2026-06-17,2123690,-9219,1695,10174,5649650,5652300,-0.1632,-0.4341,"111770,011170,450080,003000,001530,001120,010820,006360,229640,005070,009420,077970,000210,001430,004800,012750,001800,000240,108320,003160,029780,081660,192650"
