session_date,starting_capital_krw,total_profit_krw,total_fee_krw,total_tax_krw,total_buy_amount_krw,total_sell_amount_krw,total_return_percent,total_return_percent_on_starting_capital,traded_tickers
2026-06-10,601267,-6777,280,1677,936240,931420,-0.7239,-1.1271,"004990,000430,005090,028670"
2026-06-11,552046,-8474,433,2595,1447220,1441775,-0.5855,-1.5350,"120110,499790,005090,181710,092200,000370,000430"
2026-06-12,950861,11969,474,2857,1571950,1587250,0.7614,1.2588,"003160,298050,009970,285130,192080,001800"
2026-06-15,915582,1901,492,2957,1637340,1642690,0.1161,0.2076,"012750,009420,010820,020150,005090,181710"
2026-06-16,879149,6308,419,2523,1392550,1401800,0.4530,0.7175,"499790,285130,302440,484870,020150"
2026-06-17,2123690,-24242,1753,10509,5850120,5838140,-0.4144,-1.1415,"326030,002380,006260,006360,009420,001800,000430,012750,001120"
