session_date,starting_capital_krw,total_profit_krw,total_fee_krw,total_tax_krw,total_buy_amount_krw,total_sell_amount_krw,total_return_percent,total_return_percent_on_starting_capital,traded_tickers
2026-06-25,1118590,692,472,2836,1571450,1575450,0.0440,0.0619,"000500,204320,010120,005490,009830"
