session_date,starting_capital_krw,total_profit_krw,total_fee_krw,total_tax_krw,total_buy_amount_krw,total_sell_amount_krw,total_return_percent,total_return_percent_on_starting_capital,traded_tickers
2026-06-10,601267,-13649,854,5119,2851725,2844050,-0.4786,-2.2700,"005090,000430,081660,181710,004990,088350,028670,078930,092200,161390,281820"
2026-06-11,552046,-3623,2123,12750,7072040,7083290,-0.0512,-0.6563,"120110,323410,085620,000430,005090,279570,016380,181710,000370,092200,499790,217590,003160"
2026-06-12,950861,-1744,1341,8053,4466350,4474000,-0.0390,-0.1834,"042700,047050,081660,051600,014680,010120,062040,018670,195870,009970,006360,499790,120110,001800,025540"
2026-06-15,915582,-11914,1556,9337,5188480,5187460,-0.2296,-1.3012,"103590,001430,018260,066570,020150,006360,004990,229640,217590,005090,001510,499790,181710,003540,484870,081660,352820"
2026-06-16,879149,-1160,416,2495,1384250,1386000,-0.0838,-0.1319,"004990,020150,302440,005070,192080"
