trade_date,filled_at,broker_order_id,ticker,side,quantity,price,amount,estimated_fee,estimated_tax,estimated_total_cost,source,cash,account_value,adjusted_account_value,adjusted_pnl,loss_percent,kospi_change_percent,cum_buy_quantity,cum_buy_amount,avg_buy_price,cum_sell_quantity,cum_sell_amount,realized_pnl_before_costs,estimated_net_realized_pnl,realized_return_percent_before_costs,estimated_net_realized_return_percent,position_status
2026-06-17,2026-06-17T09:49:29,BUY-2026-06-17-028260-20260617T094929,028260,BUY,1,471500,471500,70.725,0.0,70.725,backtest_replay,,,,,,,2,952500,476250.0,1,478000,1750.0,675.025,0.3675,0.1417,OPEN
2026-06-17,2026-06-17T09:49:29,SELL-2026-06-17-005380-20260617T094929,005380,SELL,1,616000,616000,92.4,1108.8,1201.2,backtest_replay,,,,,,,1,621000,621000.0,1,616000,-5000.0,-6294.35,-0.8052,-1.0136,CLOSED
2026-06-17,2026-06-17T09:52:17,BUY-2026-06-17-006400-20260617T095217,006400,BUY,1,537000,537000,80.55,0.0,80.55,backtest_replay,,,,,,,1,537000,537000.0,0,0,,,,,OPEN
2026-06-17,2026-06-17T09:52:17,SELL-2026-06-17-009540-20260617T095217,009540,SELL,1,435000,435000,65.25,783.0,848.25,backtest_replay,,,,,,,1,432500,432500.0,1,435000,2500.0,1586.875,0.5780,0.3669,CLOSED
2026-06-17,2026-06-17T10:01:39,SELL-2026-06-17-006400-20260617T100139,006400,SELL,1,540000,540000,81.0,972.0,1053.0,backtest_replay,,,,,,,1,537000,537000.0,1,540000,3000.0,1866.45,0.5587,0.3476,CLOSED
2026-06-17,2026-06-17T10:01:40,BUY-2026-06-17-035420-20260617T100140,035420,BUY,2,239500,479000,71.85,0.0,71.85,backtest_replay,,,,,,,2,479000,239500.0,0,0,,,,,OPEN
2026-06-17,2026-06-17T10:04:23,BUY-2026-06-17-005380-20260617T100423,005380,BUY,1,616000,616000,92.4,0.0,92.4,backtest_replay,,,,,,,2,1237000,618500.0,1,616000,-2500.0,-3886.75,-0.4042,-0.6284,OPEN
2026-06-17,2026-06-17T10:04:23,SELL-2026-06-17-028260-20260617T100423,028260,SELL,1,473500,473500,71.025,852.3,923.3249999999999,backtest_replay,,,,,,,2,952500,476250.0,2,951500,-1000.0,-2998.3,-0.1050,-0.3148,CLOSED
2026-06-17,2026-06-17T10:07:42,BUY-2026-06-17-005935-20260617T100742,005935,BUY,3,219500,658500,98.775,0.0,98.775,backtest_replay,,,,,,,3,658500,219500.0,0,0,,,,,OPEN
2026-06-17,2026-06-17T10:07:42,SELL-2026-06-17-005380-20260617T100742,005380,SELL,1,617000,617000,92.55,1110.6,1203.1499999999999,backtest_replay,,,,,,,2,1237000,618500.0,2,1233000,-4000.0,-6589.9,-0.3234,-0.5327,CLOSED
2026-06-17,2026-06-17T10:07:46,SELL-2026-06-17-010120-20260617T100746,010120,SELL,2,254000,508000,76.2,914.4,990.6,backtest_replay,,,,,,,2,504000,252000.0,2,508000,4000.0,2933.8,0.7937,0.5821,CLOSED
2026-06-17,2026-06-17T10:07:46,SELL-2026-06-17-035420-20260617T100746,035420,SELL,2,240500,481000,72.15,865.8,937.9499999999999,backtest_replay,,,,,,,2,479000,239500.0,2,481000,2000.0,990.2,0.4175,0.2067,CLOSED
2026-06-17,2026-06-17T10:07:47,BUY-2026-06-17-000810-20260617T100747,000810,BUY,1,675000,675000,101.25,0.0,101.25,backtest_replay,,,,,,,1,675000,675000.0,0,0,,,,,OPEN
2026-06-17,2026-06-17T10:07:51,BUY-2026-06-17-035720-20260617T100751,035720,BUY,17,40600,690200,103.53,0.0,103.53,backtest_replay,,,,,,,17,690200,40600.0,0,0,,,,,OPEN
2026-06-17,2026-06-17T10:10:35,SELL-2026-06-17-035720-20260617T101035,035720,SELL,17,40700,691900,103.785,1245.42,1349.2050000000002,backtest_replay,,,,,,,17,690200,40600.0,17,691900,1700.0,247.265,0.2463,0.0358,CLOSED
2026-06-17,2026-06-17T10:10:36,BUY-2026-06-17-009155-20260617T101036,009155,BUY,1,620000,620000,93.0,0.0,93.0,backtest_replay,,,,,,,1,620000,620000.0,0,0,,,,,OPEN
2026-06-17,2026-06-17T10:14:23,BUY-2026-06-17-017960-20260617T101423,017960,BUY,20,35200,704000,105.6,0.0,105.6,backtest_replay,,,,,,,20,704000,35200.0,0,0,,,,,OPEN
2026-06-17,2026-06-17T10:14:23,SELL-2026-06-17-009155-20260617T101423,009155,SELL,1,625000,625000,93.75,1125.0,1218.75,backtest_replay,,,,,,,1,620000,620000.0,1,625000,5000.0,3688.25,0.8065,0.5949,CLOSED
2026-06-17,2026-06-17T10:16:33,BUY-2026-06-17-003540-20260617T101633,003540,BUY,23,30650,704950,105.7425,0.0,105.7425,backtest_replay,,,,,,,23,704950,30650.0,0,0,,,,,OPEN
2026-06-17,2026-06-17T10:16:33,SELL-2026-06-17-017960-20260617T101633,017960,SELL,20,35400,708000,106.2,1274.4,1380.6000000000001,backtest_replay,,,,,,,20,704000,35200.0,20,708000,4000.0,2513.8,0.5682,0.3571,CLOSED
2026-06-17,2026-06-17T10:20:04,SELL-2026-06-17-000810-20260617T102004,000810,SELL,1,677000,677000,101.55,1218.6,1320.1499999999999,backtest_replay,,,,,,,1,675000,675000.0,1,677000,2000.0,578.6,0.2963,0.0857,CLOSED
2026-06-17,2026-06-17T10:20:07,BUY-2026-06-17-011200-20260617T102007,011200,BUY,31,22350,692850,103.9275,0.0,103.9275,backtest_replay,,,,,,,31,692850,22350.0,0,0,,,,,OPEN
