session_date,starting_capital_krw,total_profit_krw,total_fee_krw,total_tax_krw,total_buy_amount_krw,total_sell_amount_krw,total_return_percent,total_return_percent_on_starting_capital,traded_tickers
2026-06-10,601267,6260,492,2959,1634000,1643710,0.3831,1.0411,"008770,281820,000430,005090,181710,028670,009420"
2026-06-11,552046,-9883,440,2633,1469710,1462900,-0.6724,-1.7902,"092200,005090,181710,000370,217590"
2026-06-12,950861,7513,490,2948,1626600,1637550,0.4619,0.7901,"195870,298050,009970,018670,285130,062040,001800"
2026-06-15,915582,-16332,312,1860,1047600,1033440,-1.5590,-1.7838,"012750,005090,092200,120110,352820"
2026-06-16,879149,1167,242,1452,803630,806490,0.1452,0.1327,"003720,011930,000430,020150"
2026-06-17,2123690,-22518,1083,6485,3617700,3602750,-0.6224,-1.0603,"111770,003000,001530,001120,229640,108320,020150,000210,004800,195870,001800,000240,012750,281820,029780,081660"
