session_date,starting_capital_krw,total_profit_krw,total_fee_krw,total_tax_krw,total_buy_amount_krw,total_sell_amount_krw,total_return_percent,total_return_percent_on_starting_capital,traded_tickers
2026-06-10,601267,-9656,691,4141,2305130,2300305,-0.4189,-1.6059,"005090,000430,009420,004990,181710,028670,192080,281820"
2026-06-11,552046,-5046,625,3751,2084340,2083670,-0.2421,-0.9141,"120110,000430,499790,005090,181710,092200,000370"
2026-06-12,950861,-6531,769,4612,2563250,2562100,-0.2548,-0.6869,"298050,009970,014680,020150,018670,285130,000500,001800,499790"
2026-06-15,915582,-17836,714,4272,2386100,2373250,-0.7475,-1.9481,"005090,012750,020150,009420,090460,352820,181710"
2026-06-16,879149,2716,333,2001,1106750,1111800,0.2454,0.3089,"081660,302440,077970,020150"
