session_date,starting_capital_krw,total_profit_krw,total_fee_krw,total_tax_krw,total_buy_amount_krw,total_sell_amount_krw,total_return_percent,total_return_percent_on_starting_capital,traded_tickers
2026-06-10,601267,-4696,318,1907,1062140,1059670,-0.4421,-0.7810,"004990,005090,181710,028670,000430"
2026-06-11,552046,-7028,614,3679,2046790,2044055,-0.3434,-1.2731,"120110,499790,005090,181710,092200,000370,000430"
2026-06-12,950861,12641,499,3010,1656000,1672150,0.7633,1.3294,"001800,003160,298050,018670,285130,009970,195870"
2026-06-15,915582,-14535,374,2231,1251500,1239570,-1.1614,-1.5875,"012750,009420,005090,020150,120110,217590"
2026-06-16,879149,-2865,338,2027,1126450,1125950,-0.2543,-0.3259,"499790,285130,302440,484870,011930,020150"
2026-06-17,2123690,-16754,1606,9629,5354860,5349340,-0.3129,-0.7889,"111770,011170,450080,003000,001530,001120,010820,006360,489790,005070,009420,077970,000210,001430,004800,001800,000430,108320,000240,012750,029780,192650,081660"
