session_date,starting_capital_krw,total_profit_krw,total_fee_krw,total_tax_krw,total_buy_amount_krw,total_sell_amount_krw,total_return_percent,total_return_percent_on_starting_capital,traded_tickers
2026-06-16,879149,-11186,1314,7882,4380670,4378680,-0.2553,-1.2724,"036570,336260,022100,036460,066570,081660,035420,120110,010120,097230,015760,003670,484870,016380,005387,192820"
2026-06-17,2123690,-46368,4642,27841,15480950,15467065,-0.2995,-2.1834,"028260,329180,012330,017960,005380,005935,005930,011200,090460,051910,192650,001120,000430,001800,020150,267250,081660,012750,214320"
