session_date,starting_capital_krw,total_profit_krw,total_fee_krw,total_tax_krw,total_buy_amount_krw,total_sell_amount_krw,total_return_percent,total_return_percent_on_starting_capital,traded_tickers
2026-06-10,601267,-5664,1409,8460,4695570,4699775,-0.1206,-0.9420,"085620,069960,181710,008770,036460,462870,005090,005940,000430,066575,009420,383220,003160,064400,161390,192080,028670,088350,175330"
2026-06-11,552046,-14888,1213,7271,4045650,4039245,-0.3680,-2.6969,"180640,085620,323410,120110,005090,016380,181710,499790,000370,475150,001450,012750,003160,000430"
2026-06-12,950861,3516,982,5902,3268600,3279000,0.1076,0.3698,"443060,042700,047040,047050,014830,078930,009970,020150,499790,030200,192080"
2026-06-15,915582,-14295,643,3851,2149500,2139700,-0.6650,-1.5613,"036570,103590,005090,006360,352820,499790,120110"
2026-06-16,879149,6673,1302,7825,4331600,4347400,0.1541,0.7590,"036570,336260,022100,036460,066570,035420,081660,010120,161890,112610,015760,383220,003670,097950,484870,005387"
