session_date,starting_capital_krw,total_profit_krw,total_fee_krw,total_tax_krw,total_buy_amount_krw,total_sell_amount_krw,total_return_percent,total_return_percent_on_starting_capital,traded_tickers
2026-06-16,879149,-16634,2241,13444,7469650,7468700,-0.2227,-1.8921,"066570,035420,005387,161390,036570,064400,062040,336260,022100,036460,001440,081660,082740,229640,021240,161890,112610,005385,001800,302440,005070,020150"
2026-06-17,2123690,-29144,5472,32842,18236240,18245410,-0.1598,-1.3723,"005380,028260,012330,009540,307950,018260,010120,035420,071050,047050,323410,005385,051900,0126Z0,022100,195870,000210,090460,005387,004800,112610,001530,161390,192650,010820,003000"
