session_date,starting_capital_krw,total_profit_krw,total_fee_krw,total_tax_krw,total_buy_amount_krw,total_sell_amount_krw,total_return_percent,total_return_percent_on_starting_capital,traded_tickers
2026-06-10,601267,-3815,444,2661,1479240,1478530,-0.2579,-0.6345,"036460,181710,000430,092200,005090,028670"
2026-06-11,552046,-13934,336,2003,1124570,1112975,-1.2391,-2.5241,"120110,005090,181710,000370,000430,323410"
2026-06-12,950861,4561,761,4577,2533050,2542950,0.1801,0.4797,"081660,298050,285130,018670,014820,499790,192080,001800"
2026-06-15,915582,-10094,386,2308,1289700,1282300,-0.7827,-1.1025,"018260,066570,005090,499790,352820"
2026-06-16,879149,6308,419,2523,1392550,1401800,0.4530,0.7175,"499790,285130,302440,484870,020150"
2026-06-17,2123690,-1523,2030,12193,6761200,6773900,-0.0225,-0.0717,"018260,035420,251270,007070,111770,071050,005387,005385,001800,030000,081660"
