session_date,starting_capital_krw,total_profit_krw,total_fee_krw,total_tax_krw,total_buy_amount_krw,total_sell_amount_krw,total_return_percent,total_return_percent_on_starting_capital,traded_tickers
2026-06-10,601267,-2686,58,347,195320,193040,-1.3752,-0.4467,028670
2026-06-11,552046,-2090,49,291,163450,161700,-1.2787,-0.3786,323410
2026-06-12,950861,5548,406,2445,1350100,1358500,0.4109,0.5835,"042700,047050,010120,018670,001800"
2026-06-15,915582,-21987,315,1872,1059600,1039800,-2.0750,-2.4014,"103590,005090,020150,012750"
2026-06-16,879149,1159,84,507,279650,281400,0.4144,0.1318,302440
2026-06-17,2123690,2177,331,1992,1102000,1106500,0.1975,0.1025,"005380,028260"
2026-06-25,1118590,-1915,473,2842,1577350,1578750,-0.1214,-0.1712,"005387,000500,375500,204320,037710"
