session_date,starting_capital_krw,total_profit_krw,total_fee_krw,total_tax_krw,total_buy_amount_krw,total_sell_amount_krw,total_return_percent,total_return_percent_on_starting_capital,traded_tickers
2026-06-16,879149,-1802,970,5826,3231905,3236900,-0.0558,-0.2050,"000210,005180,006110,120110,005090,007340,033240,051600,181710,112610,015860,004990,001250,036460,005070,499790,020150,285130,001510,081660,001800,000430,108320,161890,100840,002350,022100,383220,000240,302440,439260,178920,003720,077970,016380"
2026-06-17,2123690,-14059,3238,19436,10789145,10797760,-0.1303,-0.6620,"012510,108320,047050,028050,001440,018880,204320,251270,047040,005940,069960,000120,004020,004990,003490,326030,450080,085620,022100,011170,375500,229640,020150,489790,006360,071970,005850,111770,001430,279570,475150,003540,090460,077970,000240,024110,012750,285130,004800,092200,195870,030000,001800,001530,180640,192650,003000,003160,001120"
