session_date,starting_capital_krw,total_profit_krw,total_fee_krw,total_tax_krw,total_buy_amount_krw,total_sell_amount_krw,total_return_percent,total_return_percent_on_starting_capital,traded_tickers
2026-06-10,601267,-2686,58,347,195320,193040,-1.3752,-0.4467,028670
2026-06-11,552046,-2090,49,291,163450,161700,-1.2787,-0.3786,323410
2026-06-12,950861,5863,454,2733,1509350,1518400,0.3884,0.6166,"081660,001800,285130,000500"
2026-06-15,915582,-13269,173,1026,582180,570110,-2.2792,-1.4492,"005090,001510"
2026-06-16,879149,8450,163,987,538700,548300,1.5686,0.9612,"081660,020150"
2026-06-17,2123690,-25640,954,5706,3189050,3170070,-0.8040,-1.2073,"005380,012330,006400,001510,078930"
2026-06-25,1118590,569,561,3370,1867850,1872350,0.0305,0.0509,"000500,204320,010120,005490,009830,096770"
