session_date,starting_capital_krw,total_profit_krw,total_fee_krw,total_tax_krw,total_buy_amount_krw,total_sell_amount_krw,total_return_percent,total_return_percent_on_starting_capital,traded_tickers
2026-06-10,601267,1045,1314,7896,4376420,4386675,0.0239,0.1738,"005090,028670,181710,008770,281820,192080,000430,004990,078930,195870,085620"
2026-06-11,552046,-9094,1285,7709,4282790,4282690,-0.2123,-1.6473,"120110,000430,005090,499790,181710,092200,000370,003160"
2026-06-12,950861,-13367,1096,6571,3656350,3650650,-0.3656,-1.4058,"003160,298050,195870,062040,443060,192080,001800,009970,285130,014820"
2026-06-15,915582,-30774,1536,9198,5130030,5109990,-0.5999,-3.3611,"005090,012750,092200,120110,020150,499790,090460,217590,010820,181710,085620,003540"
2026-06-16,879149,30195,1641,9884,5449270,5490990,0.5541,3.4346,"020150,499790,302440,006110,000500,000240,003720,033240,001250,012750,081660,285130,000210,004990,484870,108320"
2026-06-17,2123690,-21940,2578,15463,8594250,8590350,-0.2553,-1.0331,"006260,181710,326030,002380,006360,000210,001430,012750,001120,081660,001800,108320"
