session_date,starting_capital_krw,total_profit_krw,total_fee_krw,total_tax_krw,total_buy_amount_krw,total_sell_amount_krw,total_return_percent,total_return_percent_on_starting_capital,traded_tickers
2026-06-16,879149,-25615,2198,13181,7333270,7323035,-0.3493,-2.9136,"108320,036570,336260,022100,036460,066570,005387,081660,035420,161390,326030,120110,010120,097230,000100,015760,003670,484870,452260,016380,000430,192820"
2026-06-17,2123690,-27041,8575,51477,28565300,28598310,-0.0947,-1.2733,"028260,012330,005380,009540,006400,010120,035420,035720,009155,017960,000810,011200,005935,090460,267250,004370,003540,092200,195870,375500,005850,103140,192650,010820,000120,066575,294870,003160,285130,077970,081660,001800,062040,001430"
