session_date,ticker,name,prev_close_price,market_cap,trading_value,trend_ok,source
2026-07-09,005930,삼성전자,277500,1622342313720000,9556310278550,1,universe_startup
2026-07-09,000660,SK하이닉스,2076000,1479570109740000,15255963240278,1,universe_startup
2026-07-09,402340,SK스퀘어,1270000,167587150220000,1816040060500,1,universe_startup
2026-07-09,005935,삼성전자우,186900,149963177840700,812478884650,1,universe_startup
2026-07-09,009150,삼성전기,1479000,110471976384000,1875653627609,1,universe_startup
2026-07-09,005380,현대차,462500,94700466775000,429311944250,1,universe_startup
2026-07-09,373220,LG에너지솔루션,315500,73827000000000,118291903250,1,universe_startup
2026-07-09,032830,삼성생명,346000,69200000000000,193489721903,1,universe_startup
2026-07-09,028260,삼성물산,395000,64056194495000,242024544820,1,universe_startup
2026-07-09,207940,삼성바이오로직스,1363000,63094566213000,67660775000,1,universe_startup
2026-07-09,000270,기아,156800,61216758086400,278893654900,1,universe_startup
2026-07-09,105560,KB금융,171000,60651602514000,381731245781,1,universe_startup
2026-07-09,329180,HD현대중공업,517000,54264953325000,210343797000,1,universe_startup
2026-07-09,012450,한화에어로스페이스,1041000,53677500441000,182177724000,1,universe_startup
2026-07-09,055550,신한지주,107300,50930412935300,174513411950,1,universe_startup
2026-07-09,034020,두산에너빌리티,74000,47401524804000,294067597050,1,universe_startup
2026-07-09,012330,현대모비스,488500,44322866795500,204274921250,1,universe_startup
2026-07-09,034730,SK,596000,43211610988000,175722644500,1,universe_startup
2026-07-09,068270,셀트리온,176800,41115495220800,142115135500,1,universe_startup
2026-07-09,086790,하나금융지주,122300,33555175580400,115643102000,1,universe_startup
2026-07-09,006400,삼성SDI,412000,33201238360000,228763750500,1,universe_startup
2026-07-09,066570,LG전자,195800,31892812120400,652085884000,1,universe_startup
2026-07-09,035420,NAVER,192700,30232253623600,211065307300,1,universe_startup
2026-07-09,000810,삼성화재,671000,29958454383000,58226205000,1,universe_startup
2026-07-09,267260,HD현대일렉트릭,814000,29342367890000,225790722500,1,universe_startup
2026-07-09,010120,LS ELECTRIC,183500,27525000000000,305165952450,1,universe_startup
2026-07-09,042660,한화오션,82000,25125898308000,275474820850,1,universe_startup
2026-07-09,298040,효성중공업,2689000,25073709572000,273094507500,1,universe_startup
2026-07-09,005490,POSCO홀딩스,304000,24089424208000,88905373250,1,universe_startup
2026-07-09,009540,HD한국조선해양,340000,24062859440000,108454867500,1,universe_startup
2026-07-09,015760,한국전력,36750,23592179829750,67618103250,1,universe_startup
2026-07-09,006800,미래에셋증권,40500,22662458640000,87392000800,1,universe_startup
2026-07-09,316140,우리금융지주,30700,22352353237400,72737145125,1,universe_startup
2026-07-09,010130,고려아연,1034000,21582649946000,17636636000,1,universe_startup
2026-07-09,000150,두산,1268000,20533782780000,125571215500,1,universe_startup
2026-07-09,033780,KT&G,184300,19132267040800,63028977600,1,universe_startup
2026-07-09,138040,메리츠금융지주,113700,19027384940100,36474798800,1,universe_startup
2026-07-09,042700,한미반도체,199200,18986190240000,162347180550,1,universe_startup
2026-07-09,011200,HMM,20050,18911921298500,35567963760,1,universe_startup
2026-07-09,010140,삼성중공업,21150,18612000000000,117991544550,1,universe_startup
2026-07-09,064350,현대로템,169100,18455961746300,121893251650,1,universe_startup
2026-07-09,011070,LG이노텍,763000,18058002641000,266928628500,1,universe_startup
2026-07-09,017670,SK텔레콤,84000,18042364452000,71973755150,1,universe_startup
2026-07-09,051910,LG화학,255000,18001047465000,64513090750,1,universe_startup
2026-07-09,096770,SK이노베이션,99800,16871468242400,52941472450,1,universe_startup
2026-07-09,024110,기업은행,20950,16706071955550,20474426000,1,universe_startup
2026-07-09,079550,LIG디펜스앤에어로스페이스,714000,15708000000000,180589831000,1,universe_startup
2026-07-09,003550,LG,102500,15497180410000,55491469150,1,universe_startup
2026-07-09,035720,카카오,34650,15349294075500,75736950725,1,universe_startup
2026-07-09,267250,HD현대,193700,15300960564500,35455700750,1,universe_startup
2026-07-09,018260,삼성에스디에스,194300,15034506540000,60841770700,1,universe_startup
2026-07-09,010950,S-Oil,131600,14815895427200,107976045150,1,universe_startup
2026-07-09,278470,에이피알,385500,14432408752500,161071713250,1,universe_startup
2026-07-09,086280,현대글로비스,190400,14280000000000,47719277900,1,universe_startup
2026-07-09,030200,KT,55400,13962001349000,15783558800,1,universe_startup
2026-07-09,047810,한국항공우주,142000,13841465194000,76695500950,1,universe_startup
2026-07-09,071050,한국금융지주,233500,13012019132000,74992222250,1,universe_startup
2026-07-09,003670,포스코퓨처엠,144700,12870518034000,48854524200,1,universe_startup
2026-07-09,272210,한화시스템,64900,12260868346100,55601403200,1,universe_startup
2026-07-09,307950,현대오토에버,441500,12107688053000,41616059000,1,universe_startup
2026-07-09,259960,크래프톤,245000,11303769085000,32123142000,1,universe_startup
2026-07-09,000720,현대건설,100700,11213525535500,87673744150,1,universe_startup
2026-07-09,005940,NH투자증권,30650,10921954909850,21117850025,1,universe_startup
2026-07-09,323410,카카오뱅크,22000,10496649614000,19194465250,1,universe_startup
2026-07-09,003490,대한항공,28150,10365411607150,127690679150,1,universe_startup
2026-07-09,016360,삼성증권,111700,9974810000000,59132162500,1,universe_startup
2026-07-09,005830,DB손해보험,151400,9916752838600,37673088250,1,universe_startup
2026-07-09,352820,하이브,230000,9913517270000,86827983000,1,universe_startup
2026-07-09,006260,LS,308500,9625200000000,54572107500,1,universe_startup
2026-07-09,0126Z0,삼성에피스홀딩스,380500,9468000144500,22800097000,1,universe_startup
2026-07-09,180640,한진칼,136100,9086346171900,19572792800,1,universe_startup
2026-07-09,161390,한국타이어앤테크놀로지,73000,9042880037000,57425619802,1,universe_startup
2026-07-09,443060,HD현대마린솔루션,197600,8859091696000,45962453850,1,universe_startup
