session_date,ticker,name,prev_close_price,market_cap,trading_value,trend_ok,source
2026-07-08,005930,삼성전자,296000,1730498467968000,9581962248113,1,universe_startup
2026-07-08,000660,SK하이닉스,2201000,1568657905365000,13935026133500,1,universe_startup
2026-07-08,402340,SK스퀘어,1356000,178935571416000,1619695187628,1,universe_startup
2026-07-08,005935,삼성전자우,199300,159912580757900,798547071200,1,universe_startup
2026-07-08,009150,삼성전기,1648000,123095211008000,1865488949000,1,universe_startup
2026-07-08,005380,현대차,479500,98181348797000,448322534700,1,universe_startup
2026-07-08,373220,LG에너지솔루션,332000,77688000000000,187704859500,1,universe_startup
2026-07-08,032830,삼성생명,375000,75000000000000,128715793150,1,universe_startup
2026-07-08,028260,삼성물산,424500,68840138134500,223075989750,1,universe_startup
2026-07-08,207940,삼성바이오로직스,1422000,65825732322000,71821533500,1,universe_startup
2026-07-08,105560,KB금융,173200,61431915528800,268020899450,1,universe_startup
2026-07-08,000270,기아,153700,60006477792600,179831224554,1,universe_startup
2026-07-08,329180,HD현대중공업,552000,57938596200000,222915804500,1,universe_startup
2026-07-08,012450,한화에어로스페이스,1122000,57854135922000,202640456000,1,universe_startup
2026-07-08,034020,두산에너빌리티,81600,52269789513600,209912414050,1,universe_startup
2026-07-08,055550,신한지주,108600,51547463604600,161477283150,1,universe_startup
2026-07-08,034730,SK,626000,45386692078000,225938670500,1,universe_startup
2026-07-08,012330,현대모비스,495000,44912628585000,212686280000,1,universe_startup
2026-07-08,068270,셀트리온,178200,41441070409200,109905482300,1,universe_startup
2026-07-08,006400,삼성SDI,445000,35860560850000,214861652500,1,universe_startup
2026-07-08,086790,하나금융지주,126900,34817267221200,117550320250,1,universe_startup
2026-07-08,267260,HD현대일렉트릭,899000,32406374365000,153345489000,1,universe_startup
2026-07-08,035420,NAVER,197200,30938248129600,211155814000,1,universe_startup
2026-07-08,010120,LS ELECTRIC,206000,30900000000000,140827073600,1,universe_startup
2026-07-08,066570,LG전자,189100,30801485045800,332940353950,1,universe_startup
2026-07-08,000810,삼성화재,682000,30449576586000,65679549000,1,universe_startup
2026-07-08,042660,한화오션,89800,27515922781200,495424629450,1,universe_startup
2026-07-08,298040,효성중공업,2902000,27059838296000,182755995000,1,universe_startup
2026-07-08,009540,HD한국조선해양,360500,25513708318000,95423753000,1,universe_startup
2026-07-08,005490,POSCO홀딩스,315500,25000701768500,87544926750,1,universe_startup
2026-07-08,015760,한국전력,38200,24523027741400,69622837800,1,universe_startup
2026-07-08,006800,미래에셋증권,42600,23837549088000,92239595625,1,universe_startup
2026-07-08,316140,우리금융지주,31550,22971229467100,64459631925,1,universe_startup
2026-07-08,010130,고려아연,1094000,22835028086000,15614292500,1,universe_startup
2026-07-08,000150,두산,1320000,21375862200000,102968009500,1,universe_startup
2026-07-08,064350,현대로템,186400,20344123415200,140060325000,1,universe_startup
2026-07-08,042700,한미반도체,210500,20063218100000,121349349000,1,universe_startup
2026-07-08,010140,삼성중공업,22450,19756000000000,107049080475,1,universe_startup
2026-07-08,011070,LG이노텍,814000,19265025098000,266751703500,1,universe_startup
2026-07-08,138040,메리츠금융지주,114400,19144528031200,27011830200,1,universe_startup
2026-07-08,033780,KT&G,183400,19038837630400,72576631350,1,universe_startup
2026-07-08,051910,LG화학,265500,18742267066500,62629627500,1,universe_startup
2026-07-08,011200,HMM,19600,18487464212000,19733992170,1,universe_startup
2026-07-08,017670,SK텔레콤,85200,18300112515600,66871502200,1,universe_startup
2026-07-08,079550,LIG디펜스앤에어로스페이스,799000,17578000000000,146451087000,1,universe_startup
2026-07-08,096770,SK이노베이션,103800,17547679394400,86175145550,1,universe_startup
2026-07-08,024110,기업은행,21350,17025042303150,29017199225,1,universe_startup
2026-07-08,267250,HD현대,210500,16628044392500,35132340100,1,universe_startup
2026-07-08,018260,삼성에스디에스,205000,15862449000000,110713117600,1,universe_startup
2026-07-08,035720,카카오,35400,15680993355600,59689917850,1,universe_startup
2026-07-08,047810,한국항공우주,160200,15615512141400,59493354850,1,universe_startup
2026-07-08,003550,LG,102300,15466942009200,46898281800,1,universe_startup
2026-07-08,278470,에이피알,410000,15349643550000,165193260500,1,universe_startup
2026-07-08,086280,현대글로비스,196100,14707500000000,34057628050,1,universe_startup
2026-07-08,010950,S-Oil,127400,14343047700800,135500259200,1,universe_startup
2026-07-08,003670,포스코퓨처엠,158200,14071292004000,46773742150,1,universe_startup
2026-07-08,030200,KT,55500,13987203517500,16272531350,1,universe_startup
2026-07-08,071050,한국금융지주,243500,13569279052000,64703943000,1,universe_startup
2026-07-08,272210,한화시스템,70400,13299924985600,76820423450,1,universe_startup
2026-07-08,307950,현대오토에버,481500,13204647333000,35167033750,1,universe_startup
2026-07-08,000720,현대건설,109500,12193456267500,60184142750,1,universe_startup
2026-07-08,005940,NH투자증권,31850,11349568152650,26366576500,1,universe_startup
2026-07-08,259960,크래프톤,245000,11303769085000,31878494500,1,universe_startup
2026-07-08,323410,카카오뱅크,22850,10902201985450,15484132350,1,universe_startup
2026-07-08,003490,대한항공,29150,10733632268150,107935717175,1,universe_startup
2026-07-08,006260,LS,341000,10639200000000,49742160000,1,universe_startup
2026-07-08,016360,삼성증권,115600,10323080000000,55095054350,1,universe_startup
2026-07-08,0126Z0,삼성에피스홀딩스,408500,10164725516500,25399605500,1,universe_startup
2026-07-08,352820,하이브,232000,9999721768000,196612893000,1,universe_startup
2026-07-08,005830,DB손해보험,150100,9831602384900,36064224150,1,universe_startup
2026-07-08,028050,삼성E&A,47550,9319800000000,96806346300,1,universe_startup
2026-07-08,003230,삼양식품,1222000,9205344330000,150198998500,1,universe_startup
2026-07-08,161390,한국타이어앤테크놀로지,74100,9179142612900,37509075750,1,universe_startup
2026-07-08,039490,키움증권,346000,9074997336000,42339096000,1,universe_startup
2026-07-08,443060,HD현대마린솔루션,201000,9011525460000,33709888500,1,universe_startup
2026-07-08,180640,한진칼,133800,8932792930200,12059546350,1,universe_startup
2026-07-08,047050,포스코인터내셔널,49700,8743362563600,19089264550,1,universe_startup
2026-07-08,005387,현대차2우B,213000,7447317090000,27067476500,1,universe_startup
2026-07-08,078930,GS,80100,7440929149500,45877003650,1,universe_startup
2026-07-08,090430,아모레퍼시픽,126500,7399334013500,58613409050,1,universe_startup
2026-07-08,007660,이수페타시스,98000,7194103462000,100785586550,1,universe_startup
2026-07-08,000880,한화,101800,7177706154200,22759579650,1,universe_startup
2026-07-08,064400,LG씨엔에스,74000,7169560152000,77246385900,1,universe_startup
2026-07-08,047040,대우건설,16820,6911466471160,75155027225,1,universe_startup
2026-07-08,021240,코웨이,96800,6850286836800,13650875900,1,universe_startup
2026-07-08,326030,SK바이오팜,84900,6648794925000,8611874850,1,universe_startup
2026-07-08,004170,신세계,680000,6422723080000,77957687500,1,universe_startup
2026-07-08,032640,LG유플러스,14990,6362171702680,18862990625,1,universe_startup
2026-07-08,241560,두산밥캣,64800,6211473012000,14604598000,1,universe_startup
2026-07-08,267270,HD건설기계,126100,6042951211700,50354065750,1,universe_startup
2026-07-08,001440,대한전선,30550,5987573807800,66720843725,1,universe_startup
2026-07-08,062040,산일전기,193400,5921105390000,51778547700,1,universe_startup
2026-07-08,353200,대덕전자,116700,5766955147500,130795826450,1,universe_startup
2026-07-08,138930,BNK금융지주,18470,5731740299510,16575100515,1,universe_startup
2026-07-08,029780,삼성카드,49150,5694464492650,3551529600,1,universe_startup
2026-07-08,000100,유한양행,70300,5599226350300,24173818750,1,universe_startup
2026-07-08,271560,오리온,139500,5514265926000,18278687200,1,universe_startup
2026-07-08,128940,한미약품,430000,5508726130000,46801358250,1,universe_startup
2026-07-08,036570,NC,255000,5493725610000,21438068000,1,universe_startup
2026-07-08,034220,LG디스플레이,10880,5440000000000,40362147625,1,universe_startup
2026-07-08,009830,한화솔루션,31400,5397425630400,65043591425,1,universe_startup
2026-07-08,377300,카카오페이,39500,5342861837500,6319624250,1,universe_startup
2026-07-08,175330,JB금융지주,28000,5271100352000,17847662650,1,universe_startup
2026-07-08,454910,두산로보틱스,78800,5107814424000,47553634350,1,universe_startup
2026-07-08,005385,현대차우,213500,4983294960000,13734280750,1,universe_startup
2026-07-08,023530,롯데쇼핑,174600,4939216623000,22788584600,1,universe_startup
2026-07-08,000990,DB하이텍,111800,4863812938400,65865508400,1,universe_startup
2026-07-08,088980,맥쿼리인프라,10090,4832322909370,14174315120,1,universe_startup
2026-07-08,011790,SKC,97000,4811034906000,21920849400,1,universe_startup
2026-07-08,001040,CJ,153600,4481586892800,20278861250,1,universe_startup
2026-07-08,000500,가온전선,258000,4268123670000,31526467250,1,universe_startup
2026-07-08,082740,한화엔진,48850,4076392886700,49087132950,1,universe_startup
2026-07-08,002380,KCC,472000,4055846912000,10940544750,1,universe_startup
2026-07-08,066970,엘앤에프,99500,4036510328500,33240381300,1,universe_startup
2026-07-08,052690,한전기술,101700,3886974000000,12360665900,1,universe_startup
2026-07-08,088350,한화생명,4470,3882329100000,9101281808,1,universe_startup
2026-07-08,051900,LG생활건강,258000,3863684934000,21519812000,1,universe_startup
2026-07-08,069960,현대백화점,176300,3801893985600,28330115800,1,universe_startup
2026-07-08,018880,한온시스템,3695,3792040129640,16963586369,1,universe_startup
2026-07-08,111770,영원무역,84000,3722163312000,4728167900,1,universe_startup
2026-07-08,004020,현대제철,27750,3703120533750,10457165900,1,universe_startup
2026-07-08,010060,OCI홀딩스,197900,3694838912800,31828935850,1,universe_startup
2026-07-08,103590,일진전기,68100,3247375059000,13324686400,1,universe_startup
2026-07-08,035250,강원랜드,15080,3226222740000,7626275046,1,universe_startup
2026-07-08,251270,넷마블,39250,3215931911750,4776183150,1,universe_startup
2026-07-08,001450,현대해상,37550,3201071787500,19927263081,1,universe_startup
