broker_order_id,ticker,side,quantity,price,status,raw_json
0085260,003540,SELL,11,0,매도주문이 완료되었습니다.,"{""ord_no"": ""0085260"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다.""}"
0126769,003030,BUY,2,108500,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0126769"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0126783,003030,SELL,2,110000,매도주문이 완료되었습니다.,"{""ord_no"": ""0126783"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 108500, ""planned_expect_price"": 110500, ""planned_target_price"": 110000, ""planned_profit_tick_distance"": 4, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
0127132,008770,BUY,4,52800,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0127132"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0127144,008770,SELL,4,53200,매도주문이 완료되었습니다.,"{""ord_no"": ""0127144"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 52800, ""planned_expect_price"": 53300, ""planned_target_price"": 53200, ""planned_profit_tick_distance"": 5, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
0127464,032350,BUY,14,15640,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0127464"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0133485,006110,BUY,6,34500,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0133485"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0133494,006110,SELL,6,34850,매도주문이 완료되었습니다.,"{""ord_no"": ""0133494"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 34500, ""planned_expect_price"": 34900, ""planned_target_price"": 34850, ""planned_profit_tick_distance"": 8, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
0145185,298000,BUY,3,68100,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0145185"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0145195,298000,SELL,3,68700,매도주문이 완료되었습니다.,"{""ord_no"": ""0145195"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 68100, ""planned_expect_price"": 68800, ""planned_target_price"": 68700, ""planned_profit_tick_distance"": 7, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
0148531,443060,BUY,1,196900,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0148531"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0148856,443060,SELL,1,198500,매도주문이 완료되었습니다.,"{""ord_no"": ""0148856"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 196900, ""planned_expect_price"": 199000, ""planned_target_price"": 198500, ""planned_profit_tick_distance"": 5, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
0162122,298000,SELL,3,64200,매도주문이 완료되었습니다.,"{""ord_no"": ""0162122"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다.""}"
0165433,079900,BUY,6,36700,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0165433"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0165447,079900,SELL,6,37100,매도주문이 완료되었습니다.,"{""ord_no"": ""0165447"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 36700, ""planned_expect_price"": 37150, ""planned_target_price"": 37100, ""planned_profit_tick_distance"": 9, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
0171517,003030,BUY,2,110300,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0171517"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0171528,003030,SELL,2,111000,매도주문이 완료되었습니다.,"{""ord_no"": ""0171528"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 110300, ""planned_expect_price"": 111500, ""planned_target_price"": 111000, ""planned_profit_tick_distance"": 3, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
0178441,281820,BUY,2,88700,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0178441"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0178782,281820,SELL,2,89300,매도주문이 완료되었습니다.,"{""ord_no"": ""0178782"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 88700, ""planned_expect_price"": 89400, ""planned_target_price"": 89300, ""planned_profit_tick_distance"": 7, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
0187416,001120,BUY,6,37450,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0187416"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0187424,001120,SELL,6,37700,매도주문이 완료되었습니다.,"{""ord_no"": ""0187424"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 37450, ""planned_expect_price"": 37750, ""planned_target_price"": 37700, ""planned_profit_tick_distance"": 6, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
0335146,079900,SELL,6,35100,매도주문이 완료되었습니다.,"{""ord_no"": ""0335146"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다.""}"
0354782,003030,SELL,2,105200,매도주문이 완료되었습니다.,"{""ord_no"": ""0354782"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다.""}"
0417610,001120,SELL,6,0,매도주문이 완료되었습니다.,"{""ord_no"": ""0417610"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다.""}"
