broker_order_id,ticker,side,quantity,price,status,raw_json
0132400,033240,BUY,13,25600,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0132400"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0132412,033240,SELL,13,26250,매도주문이 완료되었습니다.,"{""ord_no"": ""0132412"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 25600, ""planned_expect_price"": 26300, ""planned_target_price"": 26250, ""planned_profit_tick_distance"": 14, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
0132822,499790,BUY,9,35700,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0132822"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0133956,499790,SELL,6,36200,매도주문이 완료되었습니다.,"{""ord_no"": ""0133956"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 35700, ""planned_expect_price"": 36250, ""planned_target_price"": 36200, ""planned_profit_tick_distance"": 11, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
0136308,499790,SELL,3,36200,매도주문이 완료되었습니다.,"{""ord_no"": ""0136308"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 35700, ""planned_expect_price"": 36250, ""planned_target_price"": 36200, ""planned_profit_tick_distance"": 11, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
0223671,071970,BUY,5,62500,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0223671"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0223676,071970,SELL,5,63400,매도주문이 완료되었습니다.,"{""ord_no"": ""0223676"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 62500, ""planned_expect_price"": 63500, ""planned_target_price"": 63400, ""planned_profit_tick_distance"": 10, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
0234315,014680,BUY,1,259500,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0234315"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0234322,014680,SELL,1,262000,매도주문이 완료되었습니다.,"{""ord_no"": ""0234322"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 259500, ""planned_expect_price"": 262500, ""planned_target_price"": 262000, ""planned_profit_tick_distance"": 6, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
0252158,105630,BUY,38,8650,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0252158"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0252661,105630,SELL,12,8730,매도주문이 완료되었습니다.,"{""ord_no"": ""0252661"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 8650, ""planned_expect_price"": 8740, ""planned_target_price"": 8730, ""planned_profit_tick_distance"": 9, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
0261363,105630,SELL,26,8640,매도주문이 완료되었습니다.,"{""ord_no"": ""0261363"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 8650, ""planned_expect_price"": 9640, ""planned_target_price"": 8640, ""planned_profit_tick_distance"": 99, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
0262871,071970,BUY,5,66200,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0262871"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0262890,071970,SELL,5,66800,매도주문이 완료되었습니다.,"{""ord_no"": ""0262890"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 66100, ""planned_expect_price"": 66900, ""planned_target_price"": 66800, ""planned_profit_tick_distance"": 8, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
