broker_order_id,ticker,side,quantity,price,status,raw_json
0144302,081660,BUY,11,38300,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0144302"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0144317,081660,SELL,11,38900,매도주문이 완료되었습니다.,"{""ord_no"": ""0144317"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 38300, ""planned_expect_price"": 38950, ""planned_target_price"": 38900, ""planned_profit_tick_distance"": 13, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
0144696,000210,BUY,10,42800,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0144696"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0145585,000210,SELL,10,43300,매도주문이 완료되었습니다.,"{""ord_no"": ""0145585"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 42780, ""planned_expect_price"": 43350, ""planned_target_price"": 43300, ""planned_profit_tick_distance"": 12, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
0145961,005389,BUY,2,203000,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0145961"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0152863,009970,BUY,2,167900,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0152863"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0152887,009970,SELL,2,171000,매도주문이 완료되었습니다.,"{""ord_no"": ""0152887"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 167400, ""planned_expect_price"": 171500, ""planned_target_price"": 171000, ""planned_profit_tick_distance"": 9, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
0187688,062040,BUY,1,217500,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0187688"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0187699,062040,SELL,1,219000,매도주문이 완료되었습니다.,"{""ord_no"": ""0187699"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 217000, ""planned_expect_price"": 219500, ""planned_target_price"": 219000, ""planned_profit_tick_distance"": 5, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
0197678,007070,BUY,19,22050,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0197678"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0197695,007070,SELL,19,22250,매도주문이 완료되었습니다.,"{""ord_no"": ""0197695"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 22050, ""planned_expect_price"": 22300, ""planned_target_price"": 22250, ""planned_profit_tick_distance"": 5, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
0207952,081660,BUY,11,39300,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0207952"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0208213,081660,SELL,11,39600,매도주문이 완료되었습니다.,"{""ord_no"": ""0208213"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 39300, ""planned_expect_price"": 39650, ""planned_target_price"": 39600, ""planned_profit_tick_distance"": 7, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
0216249,499790,BUY,12,34800,KRX 매수주문이 완료되었습니다.,"{""ord_no"": ""0216249"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""KRX 매수주문이 완료되었습니다.""}"
0216357,499790,SELL,12,35100,매도주문이 완료되었습니다.,"{""ord_no"": ""0216357"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다."", ""planned_entry_price"": 34800, ""planned_expect_price"": 35150, ""planned_target_price"": 35100, ""planned_profit_tick_distance"": 7, ""planned_stop_loss_tick_distance"": 0, ""planned_stop_loss_tick_multiplier"": 0.0, ""planned_stop_loss_price"": 0}"
0324524,000210,SELL,10,40950,매도주문이 완료되었습니다.,"{""ord_no"": ""0324524"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다.""}"
0368499,499790,SELL,12,33350,매도주문이 완료되었습니다.,"{""ord_no"": ""0368499"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다.""}"
0502045,009970,SELL,2,0,매도주문이 완료되었습니다.,"{""ord_no"": ""0502045"", ""dmst_stex_tp"": ""KRX"", ""return_code"": 0, ""return_msg"": ""매도주문이 완료되었습니다.""}"
