start,end,initial_cash,ending_cash,total_return_pct,weeks,trades,win_rate_pct,avg_trade_pct,avg_weekly_pct,max_drawdown_pct,buy_slippage_bps,sell_slippage_bps,buy_fee_bps,sell_fee_bps,sell_tax_bps,strategy_name,universe,min_market_cap_krw,min_change_pct,max_change_pct,min_turnover_krw,min_volume,envelope_ma_days,envelope_lower_pct,max_spread_ticks,ma_short_days,ma_mid_days,ma_long_days,slope_lookback_days,deploy_cash_ratio,max_positions,min_positions,take_profit_pct,stop_loss_pct,monitor_poll_seconds,monitor_end_time,friday_liquidation_time,signal_weekday,entry_offset_trading_days,liquidation_offset_trading_days,approximate_monday_10am,monday_approx_price_mode,monday_approx_max_gap_pct,collision_take_profit_ratio,data_source,run_name
2020-01-01,2024-12-31,10000000.0,11321504.2,13.215,246,1051,59.9429,0.0461,0.0675,-28.5678,2.0,2.0,1.5,1.5,15.0,kospi200_weekly_pullback_v0_1,KOSPI200,300000000000,-7.0,-2.0,1000000000,0,20,2.6,0,30,50,120,5,0.9,10,5,3.0,-5.0,60,15:10,14:50,friday,1,0,True,mid,2.0,0.75,auto,rerun_2020_2024_kiwoom_slip2
