start,end,initial_cash,ending_cash,total_return_pct,weeks,trades,win_rate_pct,avg_trade_pct,avg_weekly_pct,max_drawdown_pct,buy_slippage_bps,sell_slippage_bps,buy_fee_bps,sell_fee_bps,sell_tax_bps
2020-01-01,2024-12-31,10000000.0,10001905.58,0.0191,245,1461,60.3696,0.0168,0.0207,-27.1244,5.0,5.0,0.0,0.0,0.0
