start,end,initial_cash,ending_cash,total_return_pct,weeks,trades,win_rate_pct,avg_trade_pct,avg_weekly_pct,max_drawdown_pct,buy_slippage_bps,sell_slippage_bps,buy_fee_bps,sell_fee_bps,sell_tax_bps,strategy_name,universe,min_market_cap_krw,min_change_pct,max_change_pct,min_turnover_krw,min_volume,envelope_ma_days,envelope_lower_pct,max_spread_ticks,ma_short_days,ma_mid_days,ma_long_days,slope_lookback_days,deploy_cash_ratio,max_positions,min_positions,take_profit_pct,stop_loss_pct,monitor_poll_seconds,monitor_end_time,friday_liquidation_time,signal_weekday,entry_offset_trading_days,liquidation_offset_trading_days,signal_price_basis,approximate_monday_10am,monday_approx_price_mode,monday_approx_max_gap_pct,collision_take_profit_ratio,entry_price_discount_pct,entry_cost_aware_sizing,historical_universe_local_hits,historical_universe_remote_hits,historical_universe_fallbacks,historical_universe_dates,historical_universe_fallback_pct,data_source,run_name
2020-01-01,2024-12-31,10000000.0,10000000.0,0.0,246,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kospi200_weekly_pullback_v0_1,KOSPI200,300000000000,-7.0,-2.0,1000000000,0,20,2.6,0,30,50,120,5,0.9,10,5,5.0,-5.0,60,15:10,14:50,friday,1,0,previous_close,False,open,2.0,0.75,3.0,False,0,0,246,246,100.0,auto,rerun_2020_2024_prevclose_disc3_limit_tp5_current
