trade_date,filled_at,broker_order_id,ticker,side,quantity,price,amount,estimated_fee,estimated_tax,estimated_total_cost,source,cash,account_value,adjusted_account_value,adjusted_pnl,loss_percent,kospi_change_percent,cum_buy_quantity,cum_buy_amount,avg_buy_price,cum_sell_quantity,cum_sell_amount,realized_pnl_before_costs,estimated_net_realized_pnl,realized_return_percent_before_costs,estimated_net_realized_return_percent,position_status
2026-06-26,2026-06-26T09:30:13,BUY-2026-06-26-373220-20260626T093013,373220,BUY,1,346500,346500,51.975,0.0,51.975,backtest_replay,,,,,,,1,346500,346500.0,0,0,,,,,OPEN
2026-06-26,2026-06-26T09:37:19,BUY-2026-06-26-192080-20260626T093719,192080,BUY,7,59500,416500,62.475,0.0,62.475,backtest_replay,,,,,,,7,416500,59500.0,0,0,,,,,OPEN
2026-06-26,2026-06-26T09:37:19,SELL-2026-06-26-373220-20260626T093719,373220,SELL,1,348000,348000,52.2,626.4,678.6,backtest_replay,,,,,,,1,346500,346500.0,1,348000,1500.0,769.425,0.4329,0.2221,CLOSED
2026-06-26,2026-06-26T10:08:33,BUY-2026-06-26-000120-20260626T100833,000120,BUY,6,72100,432600,64.89,0.0,64.89,backtest_replay,,,,,,,6,432600,72100.0,0,0,,,,,OPEN
2026-06-26,2026-06-26T10:08:33,BUY-2026-06-26-009970-20260626T100833,009970,BUY,2,165400,330800,49.62,0.0,49.62,backtest_replay,,,,,,,2,330800,165400.0,0,0,,,,,OPEN
2026-06-26,2026-06-26T10:08:33,SELL-2026-06-26-192080-20260626T100833,192080,SELL,7,60400,422800,63.42,761.04,824.4599999999999,backtest_replay,,,,,,,7,416500,59500.0,7,422800,6300.0,5413.065,1.5126,1.2997,CLOSED
2026-06-26,2026-06-26T11:08:34,SELL-2026-06-26-009970-20260626T110834,009970,SELL,2,164700,329400,49.41,592.92,642.3299999999999,backtest_replay,,,,,,,2,330800,165400.0,2,329400,-1400.0,-2091.95,-0.4232,-0.6324,CLOSED
2026-06-26,2026-06-26T11:09:16,SELL-2026-06-26-000120-20260626T110916,000120,SELL,6,71600,429600,64.44,773.28,837.72,backtest_replay,,,,,,,6,432600,72100.0,6,429600,-3000.0,-3902.61,-0.6935,-0.9021,CLOSED
